Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,699.6015625,-10.97
1.001,0,1,1,700.3776042,
2.001,0,2,2,700.765625,
3,0,3,3,700.765625,
4,0,4,4,701.1536458,
5,0,5,5,700.765625,
6,0,6,6,701.1536458,
7.001,0,7,7,700.765625,
8.001,0,8,8,700.765625,
9,0,9,9,700.765625,
10.001,0,10,10,700.3776042,
11,0,11,11,700.765625,
12.001,0,12,12,699.6015625,
13,0,13,13,700.3776042,
14,0,14,14,700.765625,
15.001,0,15,15,700.765625,
16,0,16,16,700.765625,
17,0,17,17,701.5416667,
18,1,18,18,700.765625,
19.001,1,19,19,700.765625,
20,3,20,20,700.765625,
21.001,2,21,21,700.3776042,
22,1,22,22,700.765625,
23,3,23,23,700.3776042,
24.001,2,24,24,700.765625,
25.001,2,25,25,700.765625,
26.001,2,26,26,702.7057292,
27,0,27,27,700.765625,
28.001,2,28,28,701.5416667,
29.001,0,29,29,700.765625,
30,3,30,30,700.3776042,
31.001,1,31,31,700.765625,
32.001,3,32,32,699.9895833,
33.001,1,33,33,700.3776042,
34,1,34,34,701.9296875,
35.001,1,35,35,700.765625,
36,1,36,36,701.1536458,
37,6,37,37,700.765625,
38,4,38,38,701.1536458,
39,3,39,39,699.9895833,
40.001,5,40,40,699.6015625,
41,4,41,41,699.9895833,
42,4,42,42,701.1536458,
43,2,43,43,700.765625,
44.001,7,44,44,700.765625,
45.001,1,45,45,701.9296875,
46.001,0,46,46,700.765625,
47.001,1,47,47,700.765625,
48,5,48,48,700.3776042,
49.001,3,49,49,700.3776042,
50,1,50,50,700.765625,
51,0,51,51,700.3776042,
52,3,52,52,701.1536458,
53,1,53,53,700.765625,
54.001,3,54,54,700.765625,
55,1,55,55,700.765625,
56.001,3,56,56,700.765625,
57.001,1,57,57,699.9895833,
58.001,1,58,58,700.765625,
59.001,1,59,59,700.765625,
60,1,60,60,700.765625,
61.001,0,61,61,700.765625,
62.001,3,62,62,700.765625,
63.001,1,63,63,701.5416667,
64,1,64,64,700.3776042,
65.001,3,65,65,700.765625,
66,1,66,66,700.765625,
67,2,67,67,700.3776042,
68,1,68,68,699.9895833,
69,1,69,69,699.6015625,
70,3,70,70,700.765625,
71,5,71,71,700.765625,
72,1,72,72,701.1536458,
73,1,73,73,701.5416667,
74,0,74,74,700.765625,
75,2,75,75,701.1536458,
76.001,1,76,76,700.765625,
77.001,1,77,77,700.765625,
78,2,78,78,700.765625,
79,2,79,79,700.3776042,
80.001,2,80,80,700.765625,
81,1,81,81,700.765625,
82.001,0,82,82,700.765625,
83.001,4,83,83,701.5416667,
84,0,84,84,700.765625,
85.001,2,85,85,701.9296875,
86.001,4,86,86,700.765625,
87.001,3,87,87,700.765625,
88.001,4,88,88,701.1536458,
89.001,1,89,89,700.765625,
90,2,90,90,699.6015625,
91.001,1,91,91,700.765625,
92.001,1,92,92,700.765625,
93.001,3,93,93,701.1536458,
94.001,0,94,94,700.765625,
95,4,95,95,701.5416667,
96.001,3,96,96,700.765625,
97.001,2,97,97,700.765625,
98,5,98,98,700.765625,
99.001,2,99,99,700.765625,
100.001,1,100,100,701.1536458,
101,2,101,101,700.765625,
102.002,2,102,102,700.765625,
103.001,1,103,103,700.765625,
104,1,104,104,700.765625,
