Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,699.6015625,-10.97
1,0,1,1,700.765625,
2,0,2,2,700.765625,
3,0,3,3,701.1536458,
4.001,0,4,4,701.1536458,
5,0,5,5,700.3776042,
6.001,0,6,6,700.765625,
7.001,0,7,7,701.1536458,
8,0,8,8,701.9296875,
9,0,9,9,701.9296875,
10.001,0,10,10,700.765625,
11,0,11,11,701.9296875,
11.999,0,12,12,700.765625,
13,0,13,13,700.765625,
14.001,0,14,14,699.9895833,
15,0,15,15,700.765625,
16.001,1,16,16,701.1536458,
17,3,17,17,700.765625,
18,1,18,18,700.765625,
19.001,2,19,19,701.9296875,
20,2,20,20,700.765625,
21.001,2,21,21,700.765625,
22,0,22,22,700.3776042,
23,0,23,23,700.765625,
24.001,2,24,24,700.765625,
25.001,3,25,25,701.1536458,
26,1,26,26,701.1536458,
27,3,27,27,701.1536458,
28,2,28,28,700.765625,
29,0,29,29,700.765625,
30,4,30,30,700.3776042,
31.001,3,31,31,700.765625,
32.001,2,32,32,701.1536458,
33.001,0,33,33,701.1536458,
34,1,34,34,701.9296875,
35,3,35,35,701.5416667,
35.999,3,36,36,701.5416667,
37.001,1,37,37,700.765625,
37.999,0,38,38,700.765625,
39,1,39,39,700.765625,
40,1,40,40,700.765625,
41.001,1,41,41,700.765625,
42,0,42,42,700.765625,
43,5,43,43,701.1536458,
43.999,0,44,44,701.1536458,
45.001,1,45,45,701.5416667,
46,1,46,46,700.765625,
47.001,1,47,47,700.765625,
47.999,0,48,48,700.765625,
49,2,49,49,700.765625,
50.001,1,50,50,701.5416667,
51,1,51,51,701.9296875,
52,1,52,52,701.5416667,
53,1,53,53,701.1536458,
53.999,3,54,54,700.3776042,
55.001,2,55,55,700.765625,
55.999,0,56,56,700.3776042,
57,0,57,57,700.765625,
58,0,58,58,700.765625,
59.001,1,59,59,701.5416667,
60,1,60,60,701.5416667,
61.001,2,61,61,701.5416667,
62.001,2,62,62,699.9895833,
63,3,63,63,700.3776042,
64.001,1,64,64,700.765625,
65,1,65,65,700.765625,
66,0,66,66,700.765625,
67,1,67,67,701.5416667,
68,3,68,68,700.765625,
69,3,69,69,701.1536458,
70,5,70,70,700.765625,
71,1,71,71,700.765625,
71.999,0,72,72,700.765625,
73,2,73,73,700.765625,
74.001,2,74,74,701.1536458,
75.001,2,75,75,700.765625,
76,2,76,76,701.9296875,
77.001,2,77,77,700.765625,
78,0,78,78,700.765625,
79.001,3,79,79,699.6015625,
80,1,80,80,701.5416667,
81,2,81,81,700.765625,
82,4,82,82,700.765625,
83.001,0,83,83,701.9296875,
84,3,84,84,700.765625,
85,0,85,85,700.765625,
86.001,3,86,86,701.1536458,
87,1,87,87,700.3776042,
88.001,5,88,88,700.3776042,
88.999,2,89,89,700.3776042,
90,1,90,90,701.1536458,
91,1,91,91,700.765625,
92.001,1,92,92,700.765625,
93.001,1,93,93,701.5416667,
94.001,0,94,94,701.1536458,
95.001,1,95,95,700.3776042,
95.999,2,96,96,700.765625,
97,2,97,97,700.765625,
97.999,2,98,98,699.9895833,
99.001,2,99,99,700.765625,
100.001,1,100,100,700.765625,
101,0,101,101,701.1536458,
102.001,4,102,102,701.1536458,
103.001,1,103,103,701.5416667,
104,0,104,104,700.765625,
105,3,105,105,700.3776042,
106,1,106,106,700.765625,
107.001,1,107,107,700.765625,
108,3,108,108,700.765625,
109.001,0,109,109,700.765625,
110.001,4,110,110,701.1536458,
111.001,1,111,111,701.1536458,
112,1,112,112,700.765625,
113,0,113,113,701.5416667,
114,0,114,114,700.765625,
115.001,2,115,115,700.765625,
