Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,701.9296875,-4.58
1.001,0,1,1,702.3177083,
1.999,0,2,2,701.9296875,
3.001,0,3,3,701.9296875,
4,0,4,4,701.9296875,
4.999,0,5,5,701.9296875,
6,0,6,6,701.9296875,
7,0,7,7,701.9296875,
8.001,0,8,8,701.9296875,
9.001,0,9,9,701.9296875,
10.001,0,10,10,701.9296875,
11.001,0,11,11,701.9296875,
12.001,0,12,12,701.9296875,
13.001,0,13,13,701.9296875,
14,0,14,14,701.9296875,
15,0,15,15,701.9296875,
16.001,0,16,16,701.9296875,
17.004,0,17,17,701.9296875,
18,0,18,18,701.9296875,
19,0,19,19,701.9296875,
20.001,0,20,20,701.9296875,
21,0,21,21,701.9296875,
22.001,0,22,22,701.9296875,
23,0,23,23,701.9296875,
24,0,24,24,701.9296875,
25,0,25,25,701.9296875,
26.001,0,26,26,701.9296875,
27,0,27,27,701.9296875,
28,0,28,28,701.9296875,
29,0,29,29,701.9296875,
30.001,1,30,30,701.9296875,
31,1,31,31,701.9296875,
32.001,4,32,32,701.9296875,
33,1,33,33,701.9296875,
34,2,34,34,701.9296875,
35.001,2,35,35,701.9296875,
36,4,36,36,701.9296875,
37,4,37,37,701.9296875,
38,5,38,38,701.9296875,
39.001,7,39,39,701.9296875,
40.001,1,40,40,701.9296875,
41,2,41,41,701.9296875,
42.001,3,42,42,701.9296875,
42.999,2,43,43,701.9296875,
44.002,5,44,44,701.9296875,
45.001,2,45,45,701.9296875,
46,3,46,46,701.9296875,
47,5,47,47,701.9296875,
48.001,8,48,48,701.9296875,
49,5,49,49,701.9296875,
50,2,50,50,702.3177083,
51.001,6,51,51,701.9296875,
52.001,3,52,52,701.9296875,
53,8,53,53,701.9296875,
54,3,54,54,701.9296875,
55,2,55,55,701.9296875,
56.001,1,56,56,701.9296875,
56.999,6,57,57,701.9296875,
58.001,3,58,58,701.9296875,
59.001,5,59,59,701.9296875,
60,5,60,60,701.9296875,
61.001,7,61,61,701.9296875,
62,6,62,62,701.9296875,
63,5,63,63,701.9296875,
64,4,64,64,701.9296875,
65.001,7,65,65,701.9296875,
66,5,66,66,701.9296875,
67,5,67,67,701.9296875,
68.001,4,68,68,701.9296875,
68.999,9,69,69,701.9296875,
70.001,3,70,70,701.9296875,
71,6,71,71,701.9296875,
72,10,72,72,701.9296875,
73,8,73,73,701.9296875,
74.001,2,74,74,701.9296875,
75.001,0,75,75,701.9296875,
76,7,76,76,701.9296875,
77,11,77,77,701.9296875,
78.001,8,78,78,701.9296875,
79,3,79,79,701.9296875,
80,7,80,80,701.9296875,
81.001,6,81,81,701.9296875,
81.999,0,82,82,701.9296875,
83,6,83,83,702.3177083,
84,6,84,84,701.9296875,
85,11,85,85,701.9296875,
86,9,86,86,701.9296875,
87.001,7,87,87,701.9296875,
88,6,88,88,701.9296875,
89,7,89,89,701.9296875,
90.001,4,90,90,701.9296875,
91.001,5,91,91,701.9296875,
92.001,3,92,92,701.9296875,
93.001,9,93,93,701.9296875,
94.001,13,94,94,701.9296875,
95,13,95,95,701.9296875,
96,15,96,96,701.9296875,
97,11,97,97,701.9296875,
98,10,98,98,701.9296875,
99,10,99,99,701.9296875,
100.001,7,100,100,701.9296875,
101,9,101,101,701.9296875,
102,6,102,102,701.9296875,
103.001,7,103,103,701.9296875,
104,7,104,104,701.9296875,
105,8,105,105,701.9296875,
106,9,106,106,701.9296875,
107,18,107,107,701.9296875,
108.001,8,108,108,701.9296875,
108.999,8,109,109,701.9296875,
110.001,10,110,110,701.9296875,
111.001,3,111,111,701.9296875,
112,6,112,112,701.9296875,
113,8,113,113,701.9296875,
114.001,10,114,114,701.9296875,
115,8,115,115,701.9296875,
116.001,12,116,116,701.9296875,
117.001,11,117,117,701.9296875,
118.001,12,118,118,701.9296875,
119,8,119,119,701.9296875,
120,7,120,120,701.9296875,
121.001,7,121,121,701.9296875,
122.001,10,122,122,701.9296875,
123.001,14,123,123,701.9296875,
124.001,7,124,124,701.9296875,
125.001,7,125,125,701.9296875,
126,6,126,126,701.9296875,
127.001,8,127,127,701.9296875,
128.001,5,128,128,701.9296875,
129,7,129,129,701.9296875,
130,8,130,130,701.9296875,
131,11,131,131,701.9296875,
132,8,132,132,701.9296875,
133,8,133,133,701.9296875,
134,8,134,134,701.9296875,
135,10,135,135,701.9296875,
136.001,10,136,136,701.9296875,
137,15,137,137,701.9296875,
138.001,13,138,138,701.9296875,
139.001,7,139,139,701.9296875,
140.001,6,140,140,701.9296875,
141,9,141,141,701.9296875,
142.001,10,142,142,702.7057292,
143,10,143,143,701.9296875,
144,9,144,144,701.9296875,
145,7,145,145,701.9296875,
146.001,8,146,146,701.9296875,
147.001,8,147,147,701.9296875,
148,4,148,148,701.9296875,
149,8,149,149,701.9296875,
150.001,11,150,150,701.9296875,
151,6,151,151,701.9296875,
152.001,9,152,152,701.9296875,
153.001,6,153,153,701.9296875,
153.999,9,154,154,701.9296875,
155.001,8,155,155,701.9296875,
155.999,7,156,156,701.9296875,
157,12,157,157,701.9296875,
158,7,158,158,701.9296875,
159,11,159,159,701.9296875,
160.001,13,160,160,701.9296875,
161.003,8,161,161,701.9296875,
162,9,162,162,701.9296875,
163,8,163,163,701.9296875,
164.001,6,164,164,701.9296875,
165.001,11,165,165,701.9296875,
166,2,166,166,701.9296875,
167,9,167,167,701.9296875,
168,8,168,168,701.9296875,
169.001,11,169,169,701.9296875,
170.001,8,170,170,701.9296875,
171,10,171,171,701.9296875,
172.001,9,172,172,701.9296875,
173.001,7,173,173,701.9296875,
174,12,174,174,701.9296875,
175.001,10,175,175,701.9296875,
176.001,13,176,176,701.9296875,
177,7,177,177,701.9296875,
178.001,10,178,178,701.9296875,
179.001,4,179,179,701.9296875,
180.001,8,180,180,701.9296875,
181,14,181,181,701.9296875,
181.999,15,182,182,701.9296875,
183.001,11,183,183,701.9296875,
184,11,184,184,701.9296875,
185,10,185,185,701.5416667,
186.001,11,186,186,701.9296875,
187,8,187,187,701.9296875,
188.001,7,188,188,701.9296875,
189.001,16,189,189,701.9296875,
190,13,190,190,701.9296875,
191.001,21,191,191,701.9296875,
192,12,192,192,701.9296875,
193,13,193,193,701.9296875,
194,12,194,194,701.9296875,
195.001,20,195,195,701.9296875,
196.001,18,196,196,701.9296875,
196.999,13,197,197,701.9296875,
197.999,11,198,198,701.9296875,
199,20,199,199,701.9296875,
200,14,200,200,701.9296875,
201.001,13,201,201,701.9296875,
202,18,202,202,701.9296875,
203.001,13,203,203,701.9296875,
204,19,204,204,701.9296875,
205.001,14,205,205,701.9296875,
206.001,21,206,206,701.9296875,
207.001,25,207,207,701.9296875,
208.001,20,208,208,701.9296875,
209.001,20,209,209,701.9296875,
210.001,24,210,210,701.9296875,
211.001,27,211,211,701.9296875,
212,21,212,212,701.5416667,
213.001,25,213,213,701.9296875,
214,26,214,214,701.9296875,
215.001,22,215,215,701.9296875,
216,21,216,216,701.9296875,
217,23,217,217,701.9296875,
218.001,17,218,218,701.9296875,
219,27,219,219,701.9296875,
220,26,220,220,701.9296875,
221.001,26,221,221,701.9296875,
