Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,698.4375,-19.93
1,0,1,1,699.6015625,
2.001,0,2,2,699.6015625,
3.001,0,3,3,700.3776042,
4.001,0,4,4,699.6015625,
5.001,0,5,5,699.6015625,
6.001,0,6,6,699.6015625,
7,0,7,7,699.6015625,
8.001,0,8,8,699.6015625,
9,0,9,9,699.9895833,
10,0,10,10,699.6015625,
11,0,11,11,699.6015625,
12.001,0,12,12,699.6015625,
13.001,0,13,13,699.6015625,
13.999,0,14,14,699.6015625,
15,0,15,15,699.6015625,
16,0,16,16,699.6015625,
16.999,0,17,17,699.6015625,
18,0,18,18,699.6015625,
19,0,19,19,700.3776042,
20,0,20,20,699.6015625,
21.001,0,21,21,699.9895833,
22.001,0,22,22,699.6015625,
23.001,0,23,23,699.9895833,
24.001,0,24,24,699.6015625,
25.001,0,25,25,699.6015625,
26.001,0,26,26,699.9895833,
27,0,27,27,699.6015625,
28,0,28,28,699.6015625,
29.001,0,29,29,699.6015625,
30.001,0,30,30,699.6015625,
31.001,0,31,31,699.6015625,
32,0,32,32,699.9895833,
33.001,0,33,33,699.6015625,
33.999,0,34,34,699.6015625,
35,1,35,35,699.6015625,
36.001,2,36,36,700.3776042,
37,1,37,37,699.9895833,
38,0,38,38,699.9895833,
39,1,39,39,699.6015625,
40.001,0,40,40,699.6015625,
41,0,41,41,700.3776042,
42.001,0,42,42,699.6015625,
43,2,43,43,699.6015625,
44.001,0,44,44,699.9895833,
45.001,1,45,45,699.6015625,
46.001,0,46,46,699.6015625,
47,1,47,47,699.9895833,
48,0,48,48,699.6015625,
49,2,49,49,699.6015625,
50,1,50,50,699.9895833,
51,2,51,51,699.6015625,
52.001,1,52,52,699.6015625,
53,0,53,53,699.6015625,
54,0,54,54,699.6015625,
54.999,0,55,55,699.6015625,
56,0,56,56,699.6015625,
57.001,1,57,57,699.9895833,
58,1,58,58,699.6015625,
59.001,0,59,59,699.6015625,
60,0,60,60,699.6015625,
61,1,61,61,699.6015625,
62,1,62,62,699.6015625,
63,0,63,63,699.6015625,
64,0,64,64,700.3776042,
65,0,65,65,699.6015625,
66,1,66,66,699.6015625,
67,1,67,67,699.6015625,
68,0,68,68,699.9895833,
69.001,0,69,69,699.6015625,
70.001,0,70,70,699.6015625,
71.001,0,71,71,699.6015625,
72,0,72,72,699.6015625,
73.001,1,73,73,699.6015625,
74,0,74,74,699.6015625,
75,2,75,75,699.6015625,
76,0,76,76,699.6015625,
77,0,77,77,699.6015625,
78,0,78,78,699.9895833,
79,1,79,79,699.6015625,
80,2,80,80,699.6015625,
81.003,0,81,81,699.6015625,
82.001,0,82,82,699.6015625,
83,0,83,83,699.6015625,
84.001,0,84,84,699.9895833,
85.001,0,85,85,700.3776042,
86,0,86,86,699.9895833,
87.001,0,87,87,699.6015625,
88,0,88,88,699.6015625,
89.001,0,89,89,699.6015625,
90,2,90,90,699.6015625,
91,0,91,91,699.6015625,
92.001,1,92,92,699.6015625,
93,0,93,93,699.9895833,
94.001,0,94,94,699.6015625,
95.001,0,95,95,700.3776042,
96.001,0,96,96,699.9895833,
97,0,97,97,699.9895833,
98,0,98,98,699.9895833,
99,1,99,99,699.6015625,
100,1,100,100,699.6015625,
101,0,101,101,699.6015625,
102,0,102,102,699.9895833,
103,0,103,103,699.9895833,
104,1,104,104,699.6015625,
105.001,1,105,105,699.6015625,
106,0,106,106,699.6015625,
107,0,107,107,699.6015625,
108.001,0,108,108,699.6015625,
109,0,109,109,699.6015625,
110,0,110,110,699.6015625,
111,0,111,111,699.6015625,
112.001,1,112,112,699.6015625,
113.001,0,113,113,699.6015625,
114.001,2,114,114,699.6015625,
115,1,115,115,699.6015625,
116,1,116,116,699.6015625,
117.001,0,117,117,699.6015625,
118,1,118,118,699.6015625,
119.001,2,119,119,699.6015625,
120,0,120,120,699.6015625,
121,1,121,121,699.6015625,
122.001,0,122,122,699.6015625,
123.001,1,123,123,699.6015625,
124.001,1,124,124,699.6015625,
125.001,1,125,125,699.6015625,
126,0,126,126,699.6015625,
127.001,2,127,127,699.6015625,
128.001,0,128,128,699.6015625,
129,1,129,129,699.6015625,
130,1,130,130,699.6015625,
131,0,131,131,699.6015625,
132,0,132,132,699.6015625,
133.001,0,133,133,699.6015625,
134,0,134,134,699.6015625,
135,1,135,135,699.6015625,
136.001,0,136,136,699.6015625,
137,0,137,137,699.6015625,
138.001,1,138,138,699.6015625,
139.001,0,139,139,699.6015625,
140.001,0,140,140,699.6015625,
141,1,141,141,699.6015625,
142.001,0,142,142,699.6015625,
143.001,1,143,143,699.6015625,
144,0,144,144,699.6015625,
145,1,145,145,699.6015625,
146.001,0,146,146,699.6015625,
