Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,698.4375,-4
1.001,0,1,1,699.2135417,
2.001,0,2,2,699.6015625,
3.001,0,3,3,699.6015625,
4.001,0,4,4,699.6015625,
5,0,5,5,699.6015625,
6,0,6,6,699.6015625,
7.001,0,7,7,699.2135417,
8,0,8,8,699.6015625,
9,0,9,9,699.6015625,
10.001,0,10,10,699.2135417,
11,0,11,11,699.6015625,
12,0,12,12,699.6015625,
13,0,13,13,699.6015625,
14,0,14,14,698.4375,
15.001,0,15,15,698.8255208,
16,0,16,16,699.6015625,
17,0,17,17,699.6015625,
18.001,0,18,18,699.6015625,
19,0,19,19,699.6015625,
20.001,0,20,20,699.6015625,
21,0,21,21,698.8255208,
22.001,0,22,22,698.8255208,
23,0,23,23,699.6015625,
24,0,24,24,699.6015625,
25.001,0,25,25,699.6015625,
25.999,1,26,26,699.2135417,
27,0,27,27,699.2135417,
28.001,1,28,28,699.2135417,
29,2,29,29,699.6015625,
30.001,0,30,30,699.6015625,
31,2,31,31,699.6015625,
32.001,4,32,32,699.6015625,
33,4,33,33,699.6015625,
34,3,34,34,699.6015625,
35.001,4,35,35,699.2135417,
36.001,2,36,36,698.8255208,
37.001,0,37,37,699.6015625,
38,1,38,38,699.6015625,
39.001,0,39,39,699.6015625,
40,2,40,40,699.6015625,
41.001,2,41,41,699.6015625,
42.001,5,42,42,699.6015625,
43.001,6,43,43,699.6015625,
44.001,4,44,44,699.6015625,
45,5,45,45,699.6015625,
46.001,6,46,46,699.6015625,
47,2,47,47,699.6015625,
48.001,0,48,48,698.8255208,
49,1,49,49,699.6015625,
49.999,1,50,50,699.6015625,
51,2,51,51,699.6015625,
52,1,52,52,699.6015625,
53,2,53,53,699.6015625,
54.001,6,54,54,698.4375,
55,5,55,55,699.6015625,
56.001,1,56,56,699.2135417,
57,4,57,57,699.6015625,
58.001,1,58,58,699.6015625,
59,6,59,59,699.6015625,
60.001,2,60,60,699.6015625,
60.999,3,61,61,699.6015625,
62,6,62,62,698.4375,
63.001,3,63,63,699.6015625,
64,5,64,64,699.6015625,
65.001,3,65,65,699.6015625,
66,1,66,66,699.6015625,
67,1,67,67,699.6015625,
68,6,68,68,699.6015625,
69,3,69,69,699.6015625,
70,8,70,70,699.6015625,
71,4,71,71,699.6015625,
72.001,6,72,72,699.6015625,
73,7,73,73,699.6015625,
74,4,74,74,699.6015625,
75,3,75,75,699.6015625,
76,7,76,76,698.4375,
77,8,77,77,699.6015625,
78.001,4,78,78,699.6015625,
79,2,79,79,699.6015625,
80.001,7,80,80,699.6015625,
81.001,6,81,81,699.6015625,
82,1,82,82,698.8255208,
83.001,8,83,83,699.2135417,
84,4,84,84,699.6015625,
85,6,85,85,699.6015625,
86,8,86,86,699.6015625,
87,4,87,87,699.6015625,
88,5,88,88,699.6015625,
89,4,89,89,699.6015625,
90,0,90,90,699.2135417,
91.001,5,91,91,699.6015625,
92,4,92,92,699.6015625,
93.001,1,93,93,699.6015625,
