Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,700.765625,-14.08
1.001,0,1,1,701.9296875,
2.001,0,2,2,701.9296875,
3.001,0,3,3,701.9296875,
4,0,4,4,701.9296875,
5,0,5,5,701.9296875,
6,0,6,6,701.5416667,
7,0,7,7,701.1536458,
8,0,8,8,701.9296875,
9.001,0,9,9,701.9296875,
9.999,0,10,10,701.9296875,
11,0,11,11,701.9296875,
12,0,12,12,701.5416667,
13.001,0,13,13,701.9296875,
14,0,14,14,701.9296875,
15,0,15,15,702.7057292,
16.001,0,16,16,701.9296875,
17,0,17,17,701.9296875,
18,0,18,18,701.9296875,
19,0,19,19,701.9296875,
20.001,0,20,20,701.9296875,
21,0,21,21,701.9296875,
22,1,22,22,701.9296875,
23,2,23,23,701.1536458,
24,1,24,24,701.9296875,
25,1,25,25,701.9296875,
26.001,1,26,26,701.9296875,
27,1,27,27,701.9296875,
28.001,1,28,28,701.1536458,
29,1,29,29,701.9296875,
30,3,30,30,701.9296875,
31,1,31,31,701.9296875,
32,1,32,32,701.9296875,
33.001,3,33,33,701.9296875,
34.001,2,34,34,701.1536458,
35.001,0,35,35,701.9296875,
36,0,36,36,701.9296875,
37,2,37,37,701.9296875,
38.001,3,38,38,701.9296875,
39,2,39,39,701.9296875,
40.001,3,40,40,701.9296875,
41,1,41,41,701.9296875,
42,1,42,42,701.9296875,
43,4,43,43,701.9296875,
44.001,2,44,44,701.9296875,
45.001,4,45,45,701.9296875,
46,1,46,46,701.9296875,
47,2,47,47,701.9296875,
48.001,3,48,48,701.9296875,
49.001,0,49,49,701.9296875,
50.001,1,50,50,701.9296875,
51,0,51,51,701.9296875,
52,2,52,52,701.9296875,
53.001,2,53,53,701.9296875,
54,3,54,54,701.9296875,
55,3,55,55,701.9296875,
56,2,56,56,701.9296875,
57.001,2,57,57,701.9296875,
58,2,58,58,701.9296875,
59.001,2,59,59,701.9296875,
60,3,60,60,701.9296875,
61,2,61,61,701.9296875,
62.001,1,62,62,701.9296875,
63.001,4,63,63,701.9296875,
64.001,2,64,64,701.9296875,
65.001,5,65,65,701.9296875,
66.001,4,66,66,701.9296875,
67.001,4,67,67,701.9296875,
68,4,68,68,701.9296875,
69.001,1,69,69,701.1536458,
70.001,0,70,70,701.9296875,
71.001,2,71,71,701.9296875,
72.001,3,72,72,701.9296875,
73,1,73,73,701.9296875,
74,2,74,74,701.9296875,
75,7,75,75,701.9296875,
76,3,76,76,701.9296875,
77,1,77,77,701.9296875,
78,4,78,78,700.765625,
79.001,2,79,79,701.9296875,
80,3,80,80,701.9296875,
81,2,81,81,701.9296875,
82.001,2,82,82,701.9296875,
83.001,0,83,83,701.5416667,
84,2,84,84,700.765625,
85.001,3,85,85,701.9296875,
86.001,1,86,86,701.9296875,
87.001,3,87,87,701.9296875,
88.001,3,88,88,701.9296875,
89.001,6,89,89,701.9296875,
89.999,6,90,90,701.9296875,
91.001,0,91,91,701.9296875,
92,2,92,92,701.9296875,
93.001,1,93,93,701.1536458,
94.001,2,94,94,701.9296875,
95.001,1,95,95,701.9296875,
96,5,96,96,701.9296875,
97.001,2,97,97,701.9296875,
98.001,3,98,98,701.9296875,
99.001,2,99,99,701.9296875,
100,1,100,100,701.9296875,
101.001,0,101,101,701.5416667,
102.001,1,102,102,701.9296875,
103,3,103,103,701.9296875,
104.001,1,104,104,700.765625,
105.001,3,105,105,701.9296875,
106.001,3,106,106,701.9296875,
107.001,7,107,107,701.9296875,
108,6,108,108,701.9296875,
109.001,1,109,109,701.5416667,
110.001,2,110,110,701.5416667,
111.001,3,111,111,701.9296875,
112,2,112,112,701.9296875,
113.001,1,113,113,701.9296875,
114.001,2,114,114,701.9296875,
115.001,4,115,115,701.9296875,
116,5,116,116,701.9296875,
117,4,117,117,701.9296875,
118,4,118,118,701.9296875,
119.001,2,119,119,701.1536458,
120.001,1,120,120,701.5416667,
121,2,121,121,701.9296875,
122,3,122,122,701.9296875,
123.001,0,123,123,701.5416667,
124.001,3,124,124,701.5416667,
125.001,3,125,125,701.5416667,
125.999,1,126,126,701.9296875,
127,4,127,127,701.9296875,
128,3,128,128,701.9296875,
129,0,129,129,701.9296875,
130,3,130,130,701.9296875,
131,3,131,131,701.9296875,
132,3,132,132,701.9296875,
133.001,3,133,133,701.9296875,
134.001,3,134,134,701.9296875,
135.001,5,135,135,701.5416667,
136,3,136,136,701.9296875,
137.001,1,137,137,701.9296875,
138,2,138,138,701.9296875,
139.001,5,139,139,701.9296875,
140,5,140,140,701.9296875,
141.001,3,141,141,701.9296875,
142.001,4,142,142,701.9296875,
143.001,4,143,143,701.5416667,
144,0,144,144,701.9296875,
