Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,699.6015625,-4
1.001,0,1,1,699.6015625,
2,0,2,2,699.6015625,
3.001,0,3,3,699.6015625,
4.001,0,4,4,699.6015625,
5.001,0,5,5,699.6015625,
6.001,0,6,6,699.6015625,
7.001,0,7,7,699.6015625,
8.001,0,8,8,699.6015625,
9.001,0,9,9,699.6015625,
10,0,10,10,699.6015625,
11.001,0,11,11,699.6015625,
12.001,0,12,12,699.6015625,
13.001,0,13,13,699.6015625,
14,0,14,14,699.6015625,
14.999,0,15,15,699.6015625,
16.001,0,16,16,699.9895833,
17.001,0,17,17,699.6015625,
18.001,0,18,18,699.6015625,
19,0,19,19,707.3619792,
20,0,20,20,699.6015625,
21.001,0,21,21,699.6015625,
22.001,0,22,22,699.6015625,
23.001,0,23,23,699.6015625,
24,3,24,24,699.6015625,
25.001,3,25,25,699.6015625,
26.001,14,26,26,699.6015625,
27.001,18,27,27,699.6015625,
28.001,16,28,28,699.6015625,
29,20,29,29,699.2135417,
29.999,12,30,30,698.8255208,
31.001,22,31,31,699.6015625,
32,17,32,32,699.6015625,
33,18,33,33,699.2135417,
34,13,34,34,699.2135417,
35.001,21,35,35,699.6015625,
36,32,36,36,699.2135417,
37.001,25,37,37,700.765625,
38,13,38,38,699.6015625,
39.001,14,39,39,699.6015625,
40.001,22,40,40,699.6015625,
41,22,41,41,699.6015625,
42,24,42,42,699.6015625,
43.001,24,43,43,699.9895833,
44,26,44,44,699.6015625,
45.001,20,45,45,699.6015625,
46,27,46,46,699.6015625,
47.001,29,47,47,700.3776042,
48.001,17,48,48,699.6015625,
49,28,49,49,701.1536458,
50.001,25,50,50,699.9895833,
51,19,51,51,701.9296875,
52.001,29,52,52,699.6015625,
53,24,53,53,699.9895833,
54,27,54,54,699.6015625,
55,24,55,55,699.6015625,
56,25,56,56,699.6015625,
57.001,32,57,57,699.6015625,
58,23,58,58,699.6015625,
59.001,22,59,59,699.6015625,
60.001,19,60,60,699.6015625,
61.001,25,61,61,700.3776042,
62,27,62,62,699.6015625,
63.001,24,63,63,699.6015625,
64.001,30,64,64,700.3776042,
65,30,65,65,699.6015625,
66,38,66,66,699.9895833,
67.001,32,67,67,699.6015625,
68.001,23,68,68,699.6015625,
69.001,31,69,69,699.6015625,
70,40,70,70,699.9895833,
71,23,71,71,699.6015625,
72.001,26,72,72,699.6015625,
73,22,73,73,699.6015625,
74.001,33,74,74,699.2135417,
75.001,27,75,75,699.6015625,
76.001,26,76,76,698.8255208,
77.001,33,77,77,699.6015625,
78,36,78,78,699.2135417,
79.001,41,79,79,700.765625,
80,34,80,80,701.9296875,
81,31,81,81,699.9895833,
82,30,82,82,699.6015625,
83,37,83,83,699.6015625,
84.001,31,84,84,699.6015625,
85.001,29,85,85,699.6015625,
86.001,33,86,86,699.6015625,
87.001,31,87,87,700.765625,
88.001,20,88,88,699.6015625,
89,32,89,89,700.765625,
90.001,35,90,90,699.6015625,
91.001,41,91,91,699.6015625,
92,29,92,92,699.6015625,
93.001,30,93,93,699.6015625,
94.001,28,94,94,699.9895833,
95.001,20,95,95,699.6015625,
96.001,36,96,96,699.6015625,
97,32,97,97,699.6015625,
98.001,32,98,98,699.6015625,
99.001,26,99,99,699.6015625,
100,40,100,100,701.9296875,
101,31,101,101,699.6015625,
102.001,30,102,102,699.6015625,
103.001,28,103,103,699.6015625,
104,28,104,104,699.6015625,
105.001,31,105,105,700.3776042,
106.001,34,106,106,699.6015625,
107,41,107,107,699.6015625,
108.001,40,108,108,699.6015625,
109.001,32,109,109,699.6015625,
110,43,110,110,699.6015625,
111,37,111,111,699.6015625,
112.001,32,112,112,699.2135417,
113.001,43,113,113,699.6015625,
114.001,35,114,114,699.2135417,
115.001,34,115,115,699.6015625,
116.001,41,116,116,699.6015625,
117.001,31,117,117,699.6015625,
118,42,118,118,699.6015625,
119,43,119,119,699.6015625,
120,39,120,120,700.3776042,
121,43,121,121,699.6015625,
122.001,35,122,122,699.6015625,
123.001,40,123,123,699.6015625,
124,32,124,124,699.6015625,
125,29,125,125,699.6015625,
126.001,30,126,126,699.6015625,
127,33,127,127,699.6015625,
128,38,128,128,700.765625,
129,42,129,129,699.6015625,
130,30,130,130,699.9895833,
131,39,131,131,699.6015625,
132,25,132,132,699.6015625,
133,33,133,133,699.6015625,
134,45,134,134,699.6015625,
135,31,135,135,699.6015625,
136,40,136,136,699.6015625,
137.001,48,137,137,699.6015625,
138,37,138,138,699.6015625,
139,39,139,139,699.2135417,
140.001,40,140,140,699.6015625,
141,24,141,141,699.6015625,
142.001,40,142,142,699.2135417,
143,41,143,143,699.2135417,
144.001,36,144,144,699.6015625,
145.001,39,145,145,699.6015625,
146.001,34,146,146,699.6015625,
147,45,147,147,700.765625,
148.001,34,148,148,699.6015625,
149.001,53,149,149,701.9296875,
150,44,150,150,699.6015625,
151,43,151,151,699.2135417,
152.001,34,152,152,699.6015625,
153.001,39,153,153,699.6015625,
154.001,41,154,154,699.6015625,
155.001,49,155,155,699.6015625,
156.001,38,156,156,699.6015625,
157,36,157,157,702.3177083,
158,50,158,158,699.6015625,
159,56,159,159,699.9895833,
160,41,160,160,699.9895833,
161,55,161,161,699.6015625,
162.001,36,162,162,699.6015625,
163,55,163,163,699.2135417,
164,50,164,164,699.6015625,
165,48,165,165,699.6015625,
166.001,44,166,166,699.9895833,
167.001,58,167,167,699.6015625,
168.001,56,168,168,700.3776042,
169,42,169,169,699.6015625,
170,45,170,170,699.6015625,
171,68,171,171,700.765625,
172.001,58,172,172,699.6015625,
173,61,173,173,699.6015625,
174.001,70,174,174,703.09375,
175,58,175,175,700.3776042,
176.001,84,176,176,699.6015625,
177,91,177,177,699.6015625,
178,91,178,178,699.2135417,
179,88,179,179,699.6015625,
180.001,121,180,180,699.6015625,
181.001,99,181,181,699.6015625,
182.001,109,182,182,698.8255208,
183.001,102,183,183,700.765625,
184,105,184,184,699.6015625,
185.001,106,185,185,699.6015625,
186.001,125,186,186,699.6015625,
187.001,115,187,187,699.6015625,
188,101,188,188,699.9895833,
189,112,189,189,699.6015625,
190,105,190,190,699.6015625,
191.001,109,191,191,699.6015625,
192,98,192,192,699.6015625,
193,100,193,193,699.6015625,
194.001,94,194,194,699.6015625,
195,96,195,195,699.2135417,
196.001,88,196,196,699.6015625,
197.001,71,197,197,699.6015625,
198.001,81,198,198,699.6015625,
199.001,79,199,199,699.6015625,
200,89,200,200,699.6015625,
201.001,82,201,201,699.6015625,
202,78,202,202,699.6015625,
203.001,56,203,203,700.3776042,
204,74,204,204,700.3776042,
205.001,77,205,205,701.5416667,
206,67,206,206,699.6015625,
207,68,207,207,699.6015625,
208,70,208,208,699.6015625,
209.001,76,209,209,699.2135417,
210,61,210,210,699.6015625,
211,56,211,211,699.2135417,
212.001,66,212,212,699.6015625,
213.001,73,213,213,699.6015625,
214,59,214,214,699.6015625,
215,77,215,215,699.6015625,
216,53,216,216,699.9895833,
217.001,72,217,217,699.6015625,
218,69,218,218,699.6015625,
219,46,219,219,699.6015625,
220,52,220,220,699.6015625,
221,42,221,221,698.8255208,
222.001,62,222,222,699.2135417,
223,50,223,223,699.6015625,
224,33,224,224,699.6015625,
225.001,54,225,225,699.2135417,
226.001,50,226,226,699.9895833,
227.001,37,227,227,699.6015625,
228.001,43,228,228,700.3776042,
229,45,229,229,699.6015625,
230,43,230,230,699.6015625,
231.001,48,231,231,699.6015625,
232,49,232,232,699.6015625,
233,39,233,233,699.6015625,
234.001,52,234,234,699.6015625,
235.001,56,235,235,699.6015625,
236,47,236,236,699.6015625,
237,33,237,237,698.8255208,
238.001,47,238,238,698.8255208,
239.001,48,239,239,699.6015625,
240,48,240,240,699.6015625,
241.001,50,241,241,699.6015625,
242,38,242,242,699.9895833,
243,33,243,243,704.6458333,
244.001,41,244,244,699.6015625,
245,44,245,245,699.2135417,
246,39,246,246,699.9895833,
247.001,36,247,247,699.6015625,
248.001,46,248,248,699.6015625,
249,45,249,249,699.6015625,
250.001,46,250,250,700.3776042,
251.001,35,251,251,699.6015625,
252.001,42,252,252,699.9895833,
253.001,51,253,253,699.6015625,
254.001,46,254,254,699.6015625,
255,46,255,255,699.6015625,
256,41,256,256,699.9895833,
257,47,257,257,699.6015625,
258.001,37,258,258,699.6015625,
259.001,39,259,259,699.2135417,
260,45,260,260,699.2135417,
261.001,43,261,261,699.6015625,
262.001,45,262,262,699.6015625,
263,47,263,263,699.6015625,
264.001,54,264,264,699.6015625,
265.001,52,265,265,699.9895833,
266,51,266,266,699.9895833,
267.001,50,267,267,699.6015625,
268,29,268,268,699.6015625,
269,40,269,269,699.6015625,
270.001,49,270,270,699.6015625,
271.001,44,271,271,699.2135417,
272.001,43,272,272,699.6015625,
273,41,273,273,699.6015625,
274.001,44,274,274,699.6015625,
275,55,275,275,699.6015625,
276.001,42,276,276,699.6015625,
277,28,277,277,699.6015625,
278,40,278,278,699.9895833,
279.001,47,279,279,699.6015625,
280.001,47,280,280,699.6015625,
281.001,50,281,281,699.6015625,
282.001,45,282,282,699.6015625,
283.001,46,283,283,702.3177083,
284,31,284,284,700.765625,
285,40,285,285,699.6015625,
286,36,286,286,699.6015625,
287.001,40,287,287,699.6015625,
288.001,42,288,288,699.6015625,
289.001,46,289,289,699.6015625,
290.001,55,290,290,699.6015625,
291,45,291,291,700.765625,
292,49,292,292,701.9296875,
293,42,293,293,699.6015625,
294,37,294,294,699.6015625,
295,48,295,295,699.6015625,
296.001,33,296,296,699.6015625,
297,47,297,297,699.6015625,
298,44,298,298,699.2135417,
299,44,299,299,699.6015625,
300.001,41,300,300,699.6015625,
301.001,30,301,301,699.6015625,
302,41,302,302,698.8255208,
303.001,49,303,303,700.765625,
304.001,44,304,304,699.6015625,
305.001,40,305,305,699.6015625,
306.001,47,306,306,699.6015625,
307,59,307,307,699.6015625,
308.001,51,308,308,699.9895833,
309.001,43,309,309,700.3776042,
310,39,310,310,699.6015625,
311.001,41,311,311,699.6015625,
312,46,312,312,699.2135417,
313.001,31,313,313,699.6015625,
314.001,36,314,314,699.2135417,
315,44,315,315,699.6015625,
316,45,316,316,699.6015625,
317.001,37,317,317,699.6015625,
318.001,47,318,318,699.9895833,
319.001,37,319,319,699.6015625,
320.001,54,320,320,699.9895833,
321,44,321,321,699.6015625,
322,48,322,322,702.3177083,
323,41,323,323,698.4375,
324.001,57,324,324,698.8255208,
325,48,325,325,699.6015625,
326,46,326,326,702.7057292,
327,39,327,327,700.765625,
328,36,328,328,699.6015625,
329,40,329,329,699.6015625,
330.001,58,330,330,699.6015625,
331,40,331,331,699.6015625,
332.001,44,332,332,700.3776042,
333,55,333,333,700.3776042,
334,45,334,334,699.6015625,
335.001,48,335,335,699.6015625,
335.999,45,336,336,699.6015625,
337.001,41,337,337,699.6015625,
338.001,56,338,338,699.6015625,
339,44,339,339,699.6015625,
340,41,340,340,699.6015625,
341,50,341,341,699.2135417,
342,45,342,342,699.2135417,
343.001,38,343,343,699.6015625,
344.001,44,344,344,699.2135417,
345.001,42,345,345,699.6015625,
346.001,46,346,346,699.6015625,
347,35,347,347,699.6015625,
348.001,36,348,348,699.6015625,
349.001,49,349,349,699.6015625,
350.001,40,350,350,699.6015625,
351.001,42,351,351,699.6015625,
352.001,37,352,352,699.6015625,
353.001,43,353,353,699.6015625,
354.001,35,354,354,699.6015625,
355.001,36,355,355,699.2135417,
356,35,356,356,699.6015625,
357,38,357,357,699.6015625,
358.001,42,358,358,699.6015625,
359,45,359,359,699.6015625,
360,38,360,360,699.6015625,
361,49,361,361,699.6015625,
362,36,362,362,699.6015625,
363,50,363,363,699.6015625,
364,45,364,364,699.2135417,
365,52,365,365,699.6015625,
366,44,366,366,699.2135417,
367,40,367,367,699.6015625,
368.001,39,368,368,703.4817708,
369.001,52,369,369,699.6015625,
370.001,44,370,370,699.6015625,
371,38,371,371,699.9895833,
372,43,372,372,699.6015625,
373.001,44,373,373,699.9895833,
374,41,374,374,699.9895833,
375,37,375,375,699.6015625,
376.001,42,376,376,698.8255208,
377,45,377,377,699.6015625,
378,43,378,378,699.6015625,
379.001,54,379,379,699.6015625,
380,49,380,380,699.6015625,
381.001,51,381,381,699.6015625,
382.001,41,382,382,699.6015625,
383,41,383,383,699.2135417,
384.001,48,384,384,699.6015625,
385,50,385,385,699.2135417,
386.001,54,386,386,699.6015625,
387,55,387,387,699.6015625,
388.001,57,388,388,699.6015625,
389.001,40,389,389,699.6015625,
390.001,59,390,390,699.6015625,
391,37,391,391,698.8255208,
392.001,45,392,392,699.2135417,
393.001,43,393,393,699.2135417,
394.001,59,394,394,699.6015625,
395,38,395,395,699.2135417,
396.001,52,396,396,699.6015625,
397,39,397,397,699.6015625,
398.001,52,398,398,700.765625,
399.001,52,399,399,699.6015625,
399.999,36,400,400,699.6015625,
401,51,401,401,699.2135417,
402.001,44,402,402,699.2135417,
403,57,403,403,698.8255208,
404.001,53,404,404,699.6015625,
405.001,43,405,405,699.6015625,
406,46,406,406,699.6015625,
407.001,53,407,407,699.6015625,
408,44,408,408,699.6015625,
409,43,409,409,699.6015625,
410.001,62,410,410,698.8255208,
411.001,51,411,411,699.6015625,
412.001,50,412,412,699.2135417,
413.001,56,413,413,700.3776042,
414,55,414,414,699.6015625,
415.001,45,415,415,699.6015625,
416.001,48,416,416,699.6015625,
417.001,53,417,417,699.6015625,
418.001,55,418,418,698.8255208,
419,49,419,419,699.2135417,
420,46,420,420,699.2135417,
421,50,421,421,699.6015625,
422,47,422,422,699.6015625,
423,39,423,423,699.6015625,
424,43,424,424,699.6015625,
425.001,48,425,425,699.6015625,
426.001,55,426,426,699.6015625,
427.001,50,427,427,698.4375,
428.001,43,428,428,698.8255208,
428.999,47,429,429,698.4375,
430,41,430,430,699.6015625,
431,43,431,431,699.6015625,
432,50,432,432,699.6015625,
433,55,433,433,699.6015625,
434.001,48,434,434,699.6015625,
435.001,42,435,435,698.4375,
436,41,436,436,699.6015625,
437,42,437,437,699.6015625,
438,51,438,438,699.6015625,
439.001,42,439,439,699.6015625,
439.999,55,440,440,699.6015625,
441.001,35,441,441,699.6015625,
442,50,442,442,699.2135417,
443.001,30,443,443,698.8255208,
444,38,444,444,698.4375,
444.999,46,445,445,699.2135417,
446,62,446,446,699.6015625,
447,52,447,447,699.6015625,
448,54,448,448,699.6015625,
449,45,449,449,699.6015625,
449.999,40,450,450,699.6015625,
451.001,49,451,451,699.2135417,
452,50,452,452,698.8255208,
453.001,50,453,453,698.4375,
454,52,454,454,699.6015625,
454.999,39,455,455,699.6015625,
456,47,456,456,699.6015625,
457,49,457,457,699.2135417,
458.001,39,458,458,699.6015625,
459,49,459,459,699.2135417,
460,45,460,460,699.6015625,
461.001,21,461,461,698.4375,
462,42,462,462,699.6015625,
463.001,29,463,463,699.6015625,
464,38,464,464,699.6015625,
