Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,700.765625,-5.71
1.001,0,1,1,703.09375,
2.001,0,2,2,703.09375,
3.001,0,3,3,703.09375,
4,0,4,4,701.9296875,
5,0,5,5,701.9296875,
6,0,6,6,702.3177083,
7,0,7,7,702.3177083,
8,0,8,8,703.09375,
9.001,0,9,9,703.09375,
10.001,0,10,10,703.09375,
11,0,11,11,703.09375,
12,0,12,12,703.09375,
13,0,13,13,703.09375,
14,0,14,14,702.3177083,
15,0,15,15,702.7057292,
16,1,16,16,703.09375,
17.001,1,17,17,702.7057292,
18.001,2,18,18,703.09375,
19,2,19,19,703.09375,
20,6,20,20,703.09375,
21.001,4,21,21,702.3177083,
22,5,22,22,701.9296875,
23.001,3,23,23,702.7057292,
24,2,24,24,701.9296875,
25,1,25,25,703.09375,
26.001,1,26,26,703.09375,
27,1,27,27,703.09375,
28,5,28,28,703.09375,
29.001,1,29,29,703.09375,
30.001,3,30,30,703.09375,
31.001,4,31,31,703.09375,
32.001,8,32,32,703.09375,
33.001,3,33,33,703.09375,
34.001,6,34,34,703.09375,
35,3,35,35,703.09375,
36,4,36,36,703.09375,
37,4,37,37,703.09375,
38,1,38,38,703.09375,
39,2,39,39,702.3177083,
40.001,1,40,40,702.3177083,
41.001,2,41,41,701.9296875,
42,1,42,42,702.7057292,
43,1,43,43,703.09375,
44,2,44,44,703.09375,
45.001,5,45,45,703.09375,
46,6,46,46,703.09375,
47,3,47,47,703.09375,
48,7,48,48,702.3177083,
49.001,0,49,49,703.09375,
50.001,5,50,50,703.09375,
51,4,51,51,703.09375,
52,2,52,52,703.09375,
53.001,1,53,53,703.09375,
54.001,3,54,54,703.09375,
55,1,55,55,701.9296875,
55.999,7,56,56,701.9296875,
57,3,57,57,702.7057292,
58.001,7,58,58,703.09375,
59,5,59,59,703.09375,
60,8,60,60,703.09375,
61.001,4,61,61,703.09375,
62,11,62,62,702.3177083,
63,1,63,63,702.3177083,
64,5,64,64,703.09375,
65.001,5,65,65,703.09375,
66,6,66,66,703.09375,
67.001,9,67,67,703.09375,
67.999,4,68,68,702.3177083,
69,1,69,69,702.3177083,
70,3,70,70,702.3177083,
71.001,2,71,71,702.7057292,
72,4,72,72,703.09375,
73.001,7,73,73,703.09375,
74,3,74,74,703.09375,
75,5,75,75,702.7057292,
76.001,5,76,76,703.09375,
77.001,4,77,77,701.9296875,
78,3,78,78,702.7057292,
79.002,3,79,79,703.09375,
80.001,2,80,80,703.09375,
81,7,81,81,703.09375,
82.001,5,82,82,703.09375,
83,6,83,83,702.3177083,
84.001,3,84,84,702.3177083,
85.001,3,85,85,703.09375,
86.001,5,86,86,703.09375,
87,4,87,87,703.09375,
88.001,4,88,88,703.09375,
89.001,0,89,89,702.3177083,
90,2,90,90,702.3177083,
91,1,91,91,703.09375,
92,7,92,92,703.09375,
93,6,93,93,703.09375,
94.001,2,94,94,703.09375,
95,5,95,95,703.09375,
96,4,96,96,702.7057292,
97,6,97,97,702.7057292,
98,6,98,98,701.9296875,
99.001,2,99,99,703.09375,
100,4,100,100,703.09375,
101,4,101,101,703.09375,
102,7,102,102,703.09375,
103,5,103,103,703.09375,
104,4,104,104,701.9296875,
105,4,105,105,702.3177083,
106,8,106,106,702.3177083,
107,7,107,107,702.7057292,
108,6,108,108,703.09375,
109.001,4,109,109,703.09375,
110.001,8,110,110,703.09375,
111.002,4,111,111,703.09375,
112,4,112,112,702.7057292,
113,4,113,113,701.9296875,
114.001,8,114,114,703.09375,
115,7,115,115,703.09375,
116.001,4,116,116,703.09375,
117,4,117,117,703.09375,
118.001,6,118,118,703.09375,
119,6,119,119,703.09375,
119.999,6,120,120,703.09375,
121.001,4,121,121,703.09375,
121.999,6,122,122,701.9296875,
123.001,5,123,123,702.7057292,
124,4,124,124,701.9296875,
125.001,10,125,125,703.09375,
126,7,126,126,703.09375,
127.001,7,127,127,703.09375,
128.001,8,128,128,703.09375,
129.001,8,129,129,703.09375,
130,8,130,130,703.09375,
131,4,131,131,703.09375,
131.999,8,132,132,702.7057292,
133,6,133,133,703.09375,
134,8,134,134,703.09375,
135,5,135,135,701.9296875,
136,6,136,136,701.9296875,
137.001,9,137,137,703.09375,
138,12,138,138,703.09375,
139,6,139,139,703.09375,
140,2,140,140,703.09375,
141,6,141,141,703.09375,
142.001,9,142,142,703.09375,
143.001,6,143,143,703.09375,
144.001,7,144,144,703.09375,
145,8,145,145,703.09375,
146,6,146,146,703.09375,
147.001,8,147,147,703.09375,
148.001,8,148,148,701.9296875,
149.001,3,149,149,702.3177083,
150.001,9,150,150,703.09375,
151,4,151,151,702.3177083,
152,11,152,152,702.7057292,
153.001,5,153,153,702.7057292,
154.001,11,154,154,703.09375,
155.001,3,155,155,703.4817708,
156.001,7,156,156,703.09375,
157,11,157,157,703.09375,
158.001,6,158,158,703.09375,
159.001,3,159,159,703.09375,
160,10,160,160,703.09375,
161,11,161,161,703.09375,
162,8,162,162,701.9296875,
163.001,10,163,163,702.3177083,
164.001,5,164,164,702.7057292,
165.001,11,165,165,702.3177083,
165.999,7,166,166,701.9296875,
167.001,2,167,167,701.9296875,
168.001,8,168,168,702.7057292,
169,6,169,169,703.09375,
170.001,4,170,170,703.09375,
171.001,3,171,171,703.09375,
172.001,8,172,172,703.09375,
173.001,5,173,173,703.09375,
174.001,3,174,174,703.09375,
175.001,13,175,175,703.09375,
176.001,8,176,176,703.09375,
177,7,177,177,703.4817708,
178.001,8,178,178,703.09375,
179.001,2,179,179,702.7057292,
180.001,4,180,180,703.09375,
181.001,8,181,181,702.3177083,
182.001,4,182,182,702.3177083,
182.999,6,183,183,703.09375,
184,10,184,184,703.09375,
184.999,5,185,185,703.09375,
186.001,6,186,186,703.09375,
187,6,187,187,703.09375,
188,7,188,188,703.4817708,
189,12,189,189,703.09375,
190,10,190,190,703.09375,
191,4,191,191,703.09375,
192,12,192,192,703.09375,
193.001,10,193,193,702.7057292,
194.001,12,194,194,702.3177083,
195,5,195,195,702.3177083,
196.001,4,196,196,702.7057292,
197,15,197,197,703.09375,
198.001,9,198,198,702.3177083,
199.001,9,199,199,703.09375,
200.001,9,200,200,703.09375,
201.001,9,201,201,703.09375,
202,9,202,202,703.4817708,
203,6,203,203,703.09375,
204.001,6,204,204,703.4817708,
205.001,9,205,205,703.09375,
206,11,206,206,702.7057292,
207,6,207,207,703.09375,
208.001,6,208,208,701.9296875,
209,5,209,209,702.3177083,
210.001,13,210,210,703.09375,
211,14,211,211,703.09375,
212,10,212,212,703.09375,
213.001,11,213,213,703.09375,
214,11,214,214,703.09375,
215.001,13,215,215,703.09375,
215.999,8,216,216,703.09375,
217,8,217,217,703.09375,
218,13,218,218,703.09375,
219,10,219,219,703.09375,
220,7,220,220,701.9296875,
221,13,221,221,703.09375,
222.001,11,222,222,703.09375,
223.001,10,223,223,702.7057292,
224,18,224,224,702.7057292,
225,6,225,225,703.09375,
226,8,226,226,703.09375,
227,16,227,227,703.09375,
228,13,228,228,703.09375,
229.001,11,229,229,703.09375,
