Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,699.6015625,-8.04
1.001,0,1,1,700.765625,
2,0,2,2,700.765625,
3.001,0,3,3,700.765625,
4,0,4,4,700.765625,
4.999,0,5,5,700.765625,
6,0,6,6,700.765625,
7,0,7,7,700.765625,
8.001,0,8,8,700.765625,
9.001,0,9,9,701.1536458,
10.001,0,10,10,701.9296875,
11.001,0,11,11,701.5416667,
12.001,0,12,12,701.1536458,
13.001,0,13,13,701.5416667,
14,0,14,14,701.1536458,
15.001,0,15,15,701.9296875,
16.001,0,16,16,700.765625,
17.001,0,17,17,701.1536458,
18.001,0,18,18,701.9296875,
19,0,19,19,701.1536458,
20.001,0,20,20,701.9296875,
21,0,21,21,701.1536458,
22,0,22,22,701.5416667,
23.001,0,23,23,701.5416667,
24,3,24,24,700.765625,
25,2,25,25,700.765625,
26,3,26,26,700.765625,
27,3,27,27,700.765625,
28,1,28,28,700.765625,
29,1,29,29,700.765625,
30.001,2,30,30,701.1536458,
31.001,1,31,31,701.5416667,
32,5,32,32,701.9296875,
32.999,3,33,33,701.1536458,
34,2,34,34,701.9296875,
35,3,35,35,701.5416667,
36,2,36,36,701.9296875,
37.001,1,37,37,701.9296875,
38,1,38,38,701.9296875,
39.001,1,39,39,701.1536458,
40.001,2,40,40,701.1536458,
41.001,0,41,41,700.765625,
42.001,1,42,42,700.765625,
43,1,43,43,700.765625,
44,0,44,44,701.5416667,
45.001,3,45,45,700.765625,
46,1,46,46,700.765625,
47.001,4,47,47,700.765625,
48.001,2,48,48,700.765625,
49.001,4,49,49,701.9296875,
50.001,4,50,50,701.9296875,
50.999,3,51,51,700.765625,
52,3,52,52,701.9296875,
53,3,53,53,701.9296875,
54.001,0,54,54,700.765625,
55.001,2,55,55,700.765625,
56,0,56,56,701.5416667,
57.001,1,57,57,700.765625,
58.001,3,58,58,700.765625,
59.001,1,59,59,700.765625,
60.001,1,60,60,700.765625,
61.001,1,61,61,700.765625,
62.001,0,62,62,701.1536458,
63.001,1,63,63,701.9296875,
64.001,2,64,64,700.765625,
65.001,2,65,65,700.765625,
66,1,66,66,701.5416667,
67,2,67,67,701.9296875,
68,1,68,68,701.9296875,
69.001,1,69,69,701.1536458,
70,1,70,70,701.9296875,
71.001,0,71,71,701.5416667,
72.001,5,72,72,700.765625,
73.001,2,73,73,700.765625,
74.001,2,74,74,701.1536458,
75.001,3,75,75,700.765625,
76.001,1,76,76,700.765625,
77,2,77,77,701.9296875,
78.001,1,78,78,701.5416667,
