Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,700.765625,-4.58
1,0,1,1,701.9296875,
2,0,2,2,701.5416667,
3.001,0,3,3,701.9296875,
4,0,4,4,701.9296875,
5.001,0,5,5,701.9296875,
6.001,0,6,6,701.9296875,
7.001,0,7,7,701.9296875,
8,0,8,8,701.9296875,
9,0,9,9,701.9296875,
10.001,0,10,10,701.9296875,
11.001,0,11,11,701.9296875,
12.001,0,12,12,701.9296875,
13.001,0,13,13,701.9296875,
14.001,0,14,14,701.9296875,
15,0,15,15,702.7057292,
16.001,0,16,16,701.9296875,
17,0,17,17,701.9296875,
18.001,0,18,18,701.9296875,
19.001,0,19,19,701.9296875,
20,0,20,20,701.9296875,
21.001,0,21,21,701.9296875,
22.001,0,22,22,701.9296875,
23.001,0,23,23,701.9296875,
24.001,0,24,24,701.9296875,
24.999,0,25,25,701.9296875,
26.001,0,26,26,701.9296875,
27,0,27,27,701.9296875,
28,0,28,28,701.9296875,
29,1,29,29,701.9296875,
30,0,30,30,701.9296875,
31,2,31,31,701.9296875,
32,1,32,32,701.9296875,
33.001,1,33,33,701.9296875,
34.001,0,34,34,701.9296875,
35,6,35,35,701.9296875,
36,7,36,36,701.9296875,
37,3,37,37,701.5416667,
38,3,38,38,701.9296875,
39,3,39,39,701.9296875,
40,2,40,40,701.9296875,
41.001,2,41,41,701.9296875,
42.001,6,42,42,701.9296875,
43,2,43,43,701.9296875,
44,4,44,44,701.9296875,
45,5,45,45,701.9296875,
46,2,46,46,701.5416667,
47.001,1,47,47,701.9296875,
48.001,5,48,48,701.5416667,
49.001,4,49,49,701.9296875,
50.004,4,50,50,701.9296875,
51.001,1,51,51,701.9296875,
52.001,1,52,52,701.9296875,
53,4,53,53,701.9296875,
54.001,0,54,54,701.9296875,
55.001,4,55,55,701.9296875,
55.999,3,56,56,701.9296875,
57.001,3,57,57,701.9296875,
58,4,58,58,701.9296875,
59,3,59,59,701.1536458,
59.999,4,60,60,701.5416667,
61,4,61,61,701.9296875,
62.001,2,62,62,701.9296875,
63.001,5,63,63,701.9296875,
64,4,64,64,701.9296875,
65,6,65,65,701.9296875,
66,5,66,66,701.9296875,
67,4,67,67,701.9296875,
68,4,68,68,701.9296875,
69,4,69,69,701.9296875,
70.001,2,70,70,701.9296875,
71,2,71,71,701.9296875,
72,3,72,72,701.9296875,
73.001,3,73,73,701.9296875,
74,4,74,74,701.9296875,
75,6,75,75,701.9296875,
76.001,4,76,76,701.9296875,
77,2,77,77,701.9296875,
78,5,78,78,701.9296875,
79.001,5,79,79,701.9296875,
80,6,80,80,701.9296875,
81,6,81,81,701.9296875,
82.001,1,82,82,701.9296875,
83.001,3,83,83,701.5416667,
84,5,84,84,701.9296875,
85.001,8,85,85,701.9296875,
86.001,8,86,86,701.9296875,
87,7,87,87,701.9296875,
88,6,88,88,701.9296875,
89.001,4,89,89,701.9296875,
90.001,8,90,90,701.9296875,
91,3,91,91,701.9296875,
92.001,7,92,92,701.9296875,
92.999,2,93,93,701.9296875,
94,6,94,94,701.9296875,
95.001,7,95,95,701.5416667,
96.001,2,96,96,701.9296875,
97.001,7,97,97,701.9296875,
98.001,5,98,98,701.9296875,
99.001,5,99,99,701.9296875,
100.001,10,100,100,701.9296875,
101.001,6,101,101,701.9296875,
102,4,102,102,701.9296875,
103,8,103,103,701.9296875,
103.999,3,104,104,701.9296875,
105,5,105,105,701.9296875,
106.001,2,106,106,701.9296875,
107,6,107,107,701.9296875,
108.001,5,108,108,701.9296875,
109,10,109,109,701.9296875,
110,6,110,110,701.9296875,
111,3,111,111,701.9296875,
112.001,10,112,112,701.9296875,
113.001,8,113,113,701.9296875,
114.001,9,114,114,702.7057292,
115.001,4,115,115,701.9296875,
116.001,5,116,116,701.9296875,
117.001,5,117,117,701.9296875,
118,5,118,118,701.9296875,
119,7,119,119,701.9296875,
120.001,3,120,120,701.9296875,
121,4,121,121,701.9296875,
122,7,122,122,701.9296875,
123.001,4,123,123,701.9296875,
124.001,4,124,124,701.9296875,
125.001,7,125,125,701.9296875,
126.001,6,126,126,701.9296875,
127.001,0,127,127,701.9296875,
128,7,128,128,701.1536458,
129.001,8,129,129,701.9296875,
130.001,5,130,130,701.5416667,
131.001,7,131,131,701.9296875,
132.001,5,132,132,701.9296875,
133.001,3,133,133,701.9296875,
134.001,4,134,134,701.9296875,
135.001,6,135,135,701.9296875,
136.001,9,136,136,701.9296875,
137.001,4,137,137,701.9296875,
138.001,4,138,138,701.9296875,
139,9,139,139,701.9296875,
140,3,140,140,701.9296875,
141.001,7,141,141,701.9296875,
142,4,142,142,701.9296875,
143,9,143,143,701.9296875,
144.001,10,144,144,701.9296875,
145.001,6,145,145,701.9296875,
146,5,146,146,701.9296875,
147.001,8,147,147,701.9296875,
148,5,148,148,701.9296875,
149,5,149,149,701.9296875,
150,6,150,150,701.9296875,
151.001,7,151,151,701.9296875,
152.001,4,152,152,701.9296875,
153.001,8,153,153,701.9296875,
154,7,154,154,701.9296875,
155,7,155,155,701.9296875,
156,9,156,156,701.9296875,
157.001,9,157,157,701.9296875,
158.001,6,158,158,701.9296875,
159.001,8,159,159,701.9296875,
160,7,160,160,701.9296875,
161.001,4,161,161,701.9296875,
162.001,4,162,162,701.9296875,
163.001,5,163,163,701.9296875,
164.001,7,164,164,701.9296875,
165.001,11,165,165,701.9296875,
166.001,4,166,166,701.9296875,
167,7,167,167,701.9296875,
168,8,168,168,701.9296875,
169.001,13,169,169,701.9296875,
170.001,10,170,170,701.9296875,
171.001,8,171,171,701.9296875,
172,9,172,172,701.9296875,
173,7,173,173,701.9296875,
174.001,8,174,174,701.9296875,
175,6,175,175,701.9296875,
176.001,7,176,176,701.9296875,
177.001,5,177,177,701.9296875,
178.001,10,178,178,701.9296875,
179.001,10,179,179,701.9296875,
