Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,701.9296875,-5.71
1,0,1,1,703.09375,
2,0,2,2,703.09375,
3,0,3,3,703.09375,
4,0,4,4,702.3177083,
5.001,0,5,5,703.09375,
6,0,6,6,703.8697917,
7.001,0,7,7,703.09375,
8.001,0,8,8,703.09375,
9,0,9,9,703.09375,
10.001,0,10,10,703.09375,
11.001,0,11,11,703.09375,
12,0,12,12,703.09375,
13,0,13,13,702.3177083,
14,0,14,14,702.7057292,
15.001,0,15,15,703.09375,
16.001,0,16,16,703.09375,
17,2,17,17,703.09375,
18.001,4,18,18,703.09375,
19,1,19,19,703.09375,
20.001,4,20,20,703.09375,
21,4,21,21,703.09375,
22.001,2,22,22,702.7057292,
23,1,23,23,703.09375,
24.001,2,24,24,702.7057292,
25.001,3,25,25,702.7057292,
26.001,4,26,26,702.7057292,
27,3,27,27,703.09375,
28,3,28,28,703.09375,
29,3,29,29,703.09375,
30.001,2,30,30,703.09375,
31.001,1,31,31,703.09375,
32.001,3,32,32,703.09375,
33.002,4,33,33,703.09375,
34.001,1,34,34,703.09375,
35.001,4,35,35,702.3177083,
36.001,3,36,36,702.7057292,
37,0,37,37,703.09375,
38,6,38,38,703.09375,
39,2,39,39,703.09375,
40.001,1,40,40,703.09375,
41.001,4,41,41,703.09375,
42.001,3,42,42,703.09375,
43,3,43,43,701.9296875,
44.001,2,44,44,703.09375,
45,2,45,45,703.09375,
46,2,46,46,703.09375,
47.001,3,47,47,703.09375,
48,3,48,48,703.4817708,
49,2,49,49,703.09375,
50.002,1,50,50,701.9296875,
51.001,1,51,51,703.09375,
52,4,52,52,702.7057292,
53.001,3,53,53,703.09375,
54.001,5,54,54,703.09375,
55.001,4,55,55,703.09375,
56,5,56,56,703.09375,
57.001,7,57,57,703.09375,
58,4,58,58,703.09375,
59,2,59,59,702.7057292,
60.001,5,60,60,702.3177083,
61,3,61,61,702.3177083,
62.001,3,62,62,703.09375,
63,1,63,63,703.09375,
64,4,64,64,703.09375,
65,5,65,65,703.09375,
66.001,8,66,66,703.09375,
67,7,67,67,703.09375,
68,2,68,68,703.09375,
69,2,69,69,702.3177083,
70,4,70,70,703.09375,
71,2,71,71,703.09375,
