Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,701.9296875,-6.59
1.001,0,1,1,703.09375,
2.001,0,2,2,702.7057292,
3.001,0,3,3,702.7057292,
4,0,4,4,702.3177083,
5.001,0,5,5,701.9296875,
6.001,0,6,6,701.9296875,
7.001,0,7,7,701.9296875,
8,0,8,8,701.9296875,
9.001,0,9,9,703.09375,
10,0,10,10,703.09375,
11,0,11,11,703.09375,
12,0,12,12,702.7057292,
13,0,13,13,702.7057292,
14.001,0,14,14,702.3177083,
15.001,0,15,15,701.9296875,
16,0,16,16,701.9296875,
17.001,1,17,17,701.9296875,
18.001,0,18,18,701.9296875,
19,1,19,19,702.7057292,
20,2,20,20,703.09375,
21,3,21,21,703.09375,
22,2,22,22,703.09375,
23.001,3,23,23,702.7057292,
24.001,1,24,24,702.7057292,
25.001,4,25,25,701.9296875,
26,3,26,26,701.9296875,
27.001,2,27,27,703.09375,
28,3,28,28,701.9296875,
29.001,3,29,29,701.9296875,
30,2,30,30,701.9296875,
31,0,31,31,703.09375,
32.001,5,32,32,703.09375,
33.001,2,33,33,702.3177083,
34.001,1,34,34,702.3177083,
35,1,35,35,702.7057292,
36,0,36,36,703.09375,
37.001,4,37,37,703.09375,
38,1,38,38,701.9296875,
39.001,3,39,39,703.09375,
40.001,4,40,40,703.09375,
41.001,9,41,41,703.09375,
42,1,42,42,701.9296875,
43,6,43,43,702.3177083,
44.001,4,44,44,703.09375,
45,4,45,45,702.3177083,
46,8,46,46,702.3177083,
47.001,4,47,47,701.9296875,
48,2,48,48,702.7057292,
49,2,49,49,701.9296875,
50,1,50,50,702.3177083,
51,2,51,51,702.7057292,
52,0,52,52,701.9296875,
53.001,8,53,53,702.7057292,
54.001,4,54,54,702.7057292,
55.001,1,55,55,702.7057292,
56,2,56,56,703.09375,
57,2,57,57,703.09375,
58.001,7,58,58,703.09375,
59,3,59,59,703.09375,
60,3,60,60,702.7057292,
61,2,61,61,702.3177083,
62.001,1,62,62,701.9296875,
63.001,3,63,63,701.9296875,
64,6,64,64,701.9296875,
65,4,65,65,701.9296875,
66,6,66,66,701.9296875,
66.999,3,67,67,701.9296875,
68,5,68,68,702.7057292,
69.001,3,69,69,701.9296875,
70,1,70,70,702.7057292,
71.001,2,71,71,703.09375,
72,3,72,72,702.7057292,
73.001,6,73,73,702.3177083,
74,5,74,74,703.09375,
75.001,3,75,75,701.9296875,
76.001,6,76,76,703.09375,
77,4,77,77,702.3177083,
78.001,3,78,78,701.9296875,
79.001,4,79,79,701.9296875,
80.001,1,80,80,701.9296875,
81.001,6,81,81,702.3177083,
82,3,82,82,701.9296875,
83.001,2,83,83,701.9296875,
83.999,3,84,84,702.3177083,
85,2,85,85,702.7057292,
86.001,1,86,86,703.09375,
87.001,4,87,87,701.9296875,
88,4,88,88,703.09375,
89,2,89,89,703.09375,
89.999,8,90,90,703.09375,
91,6,91,91,702.3177083,
92,4,92,92,703.09375,
93.001,8,93,93,702.7057292,
94,12,94,94,703.09375,
95,0,95,95,702.7057292,
96,5,96,96,703.09375,
97.001,2,97,97,703.09375,
97.999,0,98,98,702.7057292,
99,5,99,99,701.9296875,
100.001,2,100,100,702.7057292,
101,5,101,101,702.3177083,
102,1,102,102,702.3177083,
103,4,103,103,702.3177083,
104.001,9,104,104,701.9296875,
104.999,5,105,105,701.9296875,
106.001,1,106,106,701.9296875,
107.001,3,107,107,701.9296875,
108,0,108,108,701.9296875,
109,3,109,109,702.3177083,
110,5,110,110,701.9296875,
111,2,111,111,701.9296875,
112.001,4,112,112,701.9296875,
113.001,9,113,113,701.9296875,
114.001,8,114,114,701.9296875,
115,8,115,115,702.3177083,
116.001,2,116,116,701.9296875,
117,2,117,117,701.9296875,
118,4,118,118,702.3177083,
119.001,8,119,119,701.9296875,
120,7,120,120,701.9296875,
121.001,9,121,121,701.9296875,
122.001,7,122,122,701.9296875,
123,4,123,123,701.9296875,
124.001,9,124,124,701.9296875,
125,3,125,125,701.9296875,
126.001,6,126,126,701.9296875,
127.001,4,127,127,701.9296875,
128,6,128,128,701.9296875,
129.001,3,129,129,701.9296875,
130,3,130,130,701.9296875,
130.999,10,131,131,701.9296875,
132,3,132,132,701.9296875,
133.001,4,133,133,701.9296875,
134,6,134,134,701.9296875,
135,6,135,135,703.09375,
136.001,5,136,136,701.9296875,
137,5,137,137,701.9296875,
138,5,138,138,701.9296875,
139,6,139,139,701.9296875,
140,4,140,140,702.3177083,
141.001,8,141,141,701.9296875,
142.001,7,142,142,701.9296875,
143.001,7,143,143,702.7057292,
144,5,144,144,702.7057292,
145,5,145,145,702.3177083,
146,5,146,146,702.3177083,
147,9,147,147,702.7057292,
148,8,148,148,702.3177083,
149.001,6,149,149,702.3177083,
150,2,150,150,702.3177083,
151,6,151,151,703.09375,
151.999,7,152,152,702.3177083,
153.001,7,153,153,702.3177083,
154.001,7,154,154,702.3177083,
