Time t / s,Events N,Channel n,Energy E / keV,Voltage U / V,gain (unitless)
0,0,0,0,699.6015625,-4
1.001,0,1,1,709.6901042,
2.001,0,2,2,708.9140625,
3,0,3,3,707.3619792,
4.001,0,4,4,703.4817708,
5.001,0,5,5,705.0338542,
6.001,0,6,6,704.6458333,
7.001,0,7,7,705.8098958,
8,0,8,8,707.75,
9.001,0,9,9,710.078125,
10.001,0,10,10,706.9739583,
11.001,0,11,11,706.1979167,
12,0,12,12,705.8098958,
13.001,0,13,13,703.4817708,
14,0,14,14,706.9739583,
15,0,15,15,707.75,
16.001,0,16,16,710.4661458,
17.001,0,17,17,713.1822917,
18,0,18,18,705.0338542,
19.001,0,19,19,703.4817708,
20,0,20,20,709.3020833,
21.001,0,21,21,708.9140625,
22,0,22,22,705.0338542,
23,2,23,23,707.3619792,
24,15,24,24,712.0182292,
25,23,25,25,710.8541667,
26.001,55,26,26,710.078125,
27,88,27,27,709.6901042,
28.001,84,28,28,707.3619792,
29,83,29,29,710.078125,
29.999,79,30,30,708.9140625,
31.001,88,31,31,713.1822917,
32.001,90,32,32,704.6458333,
33,102,33,33,706.9739583,
34.001,92,34,34,705.421875,
35.001,116,35,35,702.7057292,
36.001,104,36,36,707.3619792,
37,101,37,37,703.4817708,
38,95,38,38,707.75,
39.001,113,39,39,703.8697917,
40.001,131,40,40,710.078125,
41,148,41,41,709.6901042,
42,118,42,42,704.6458333,
43.001,137,43,43,706.9739583,
44.001,106,44,44,703.09375,
45,110,45,45,703.8697917,
46,112,46,46,714.734375,
47.001,109,47,47,705.8098958,
48,130,48,48,706.9739583,
49.001,127,49,49,706.5859375,
50,108,50,50,706.5859375,
51.001,144,51,51,703.8697917,
52.001,120,52,52,705.0338542,
53,119,53,53,707.3619792,
54.001,128,54,54,715.1223958,
55,126,55,55,705.0338542,
56.001,129,56,56,705.8098958,
57.001,112,57,57,714.734375,
58.001,125,58,58,713.1822917,
59.001,127,59,59,705.8098958,
