event no, total energy (keV), E frequency, momentum component (keV), x frequency, y frequency, z frequency, particles per run, runs per simulation, restricted momentum direction
31967301,35.24956647116325,1,51.98590461739009,9,6,2,,,
33367477,35.896347507331384,4,52.93977442688349,5,10,3,,,
33367477,36.54312854349951,5,53.893644236376886,9,8,11,,,
33367477,37.18990957966764,1,54.847514045870284,8,9,3,,,
33727480,37.83669061583578,5,55.801383855363675,7,7,2,,,
33727480,38.483471652003914,5,56.75525366485707,4,6,1,,,
33727480,39.13025268817205,1,57.70912347435047,6,10,2,,,
34005701,39.77703372434018,1,58.66299328384386,7,3,5,,,
34005701,40.42381476050831,2,59.61686309333726,5,5,4,,,
38200062,41.07059579667644,4,60.570732902830656,2,6,2,,,
38200062,41.71737683284458,1,61.524602712324054,2,2,3,,,
38200062,42.364157869012715,5,62.47847252181745,3,6,2,,,
38200062,43.01093890518084,5,63.43234233131085,5,6,3,,,
38803455,43.65771994134897,5,64.38621214080425,6,6,2,,,
38803455,44.30450097751711,4,65.34008195029764,3,4,5,,,
38803455,44.951282013685244,2,66.29395175979103,6,10,2,,,
38803455,45.59806304985338,4,67.24782156928443,7,8,7,,,
38803455,46.24484408602151,4,68.20169137877782,5,13,3,,,
38803455,46.89162512218964,9,69.15556118827122,2,10,3,,,
38803455,47.53840615835777,6,70.10943099776462,4,6,4,,,
38803455,48.18518719452591,2,71.06330080725802,8,9,3,,,
38803455,48.831968230694045,6,72.01717061675141,6,4,5,,,
38803455,49.478749266862174,4,72.97104042624481,5,11,7,,,
38803455,50.1255303030303,2,73.9249102357382,2,13,2,,,
38803455,50.77231133919844,4,74.8787800452316,6,10,5,,,
38803455,51.419092375366574,3,75.83264985472499,8,6,9,,,
38803455,52.06587341153471,1,76.78651966421839,2,5,4,,,
38803455,52.71265444770284,7,77.74038947371179,5,6,9,,,
39399585,53.35943548387097,2,78.69425928320518,9,2,4,,,
40797831,54.006216520039104,2,79.64812909269858,4,5,2,,,
40797831,54.65299755620724,5,80.60199890219198,3,6,4,,,
40797831,55.29977859237537,3,81.55586871168538,6,6,3,,,
42038397,55.946559628543504,1,82.50973852117878,6,3,3,,,
42038397,56.59334066471163,4,83.46360833067216,2,9,4,,,
44711900,57.24012170087977,2,84.41747814016556,8,9,2,,,
45356797,57.886902737047905,1,85.37134794965895,2,4,2,,,
45356797,58.53368377321603,3,86.32521775915235,7,6,6,,,
45874720,59.18046480938417,1,87.27908756864575,5,4,4,,,
50431994,59.8272458455523,1,88.23295737813915,6,6,10,,,
50431994,60.474026881720434,7,89.18682718763255,5,4,5,,,
50431994,61.12080791788857,3,90.14069699712594,8,5,0,,,
51345496,61.7675889540567,1,91.09456680661934,4,2,4,,,
51345496,62.414369990224834,2,92.04843661611272,4,8,2,,,
51345496,63.06115102639296,2,93.00230642560612,5,9,1,,,
51345496,63.7079320625611,4,93.95617623509952,5,9,3,,,
51345496,64.35471309872923,0,94.91004604459292,5,8,5,,,
52588288,65.00149413489737,1,95.86391585408631,3,7,2,,,
52588288,65.64827517106549,3,96.81778566357971,10,7,2,,,
52588288,66.29505620723363,4,97.77165547307311,5,5,4,,,
52588288,66.94183724340176,3,98.72552528256651,1,8,4,,,
52588288,67.5886182795699,4,99.6793950920599,4,9,4,,,
54945060,68.23539931573802,1,100.6332649015533,6,4,2,,,
54945060,68.88218035190616,2,101.58713471104669,7,7,5,,,
54945060,69.5289613880743,2,102.54100452054008,9,1,2,,,
54945060,70.17574242424243,2,103.49487433003348,5,4,3,,,
54945060,70.82252346041057,2,104.44874413952688,3,4,2,,,
54945060,71.4693044965787,3,105.40261394902028,7,10,4,,,
54945060,72.11608553274682,1,106.35648375851368,9,6,2,,,
56025095,72.76286656891496,1,107.31035356800707,2,7,1,,,
56025095,73.4096476050831,6,108.26422337750047,4,4,4,,,
56025095,74.05642864125123,3,109.21809318699385,8,6,1,,,
62429781,74.70320967741935,1,110.17196299648725,4,4,5,,,
62429781,75.34999071358749,3,111.12583280598065,7,2,4,,,
62429781,75.99677174975562,4,112.07970261547405,4,2,3,,,
64345958,76.64355278592376,4,113.03357242496745,4,8,7,,,
64627052,77.2903338220919,4,113.98744223446084,5,3,9,,,
64627052,77.93711485826003,3,114.94131204395424,2,3,3,,,
64627052,78.58389589442815,2,115.89518185344764,10,7,4,,,
64627052,79.23067693059629,2,116.84905166294104,8,7,2,,,
64866951,79.87745796676442,3,117.80292147243443,6,4,2,,,
64866951,80.52423900293256,3,118.75679128192782,6,6,4,,,
64866951,81.17102003910068,6,119.71066109142122,9,4,6,,,
64866951,81.81780107526882,1,120.66453090091461,7,4,3,,,
64866951,82.46458211143695,1,121.61840071040801,6,1,2,,,
65707411,83.11136314760509,3,122.57227051990141,4,3,7,,,
68109894,83.75814418377323,6,123.5261403293948,5,6,5,,,
68907724,84.40492521994136,1,124.4800101388882,3,5,3,,,
68907724,85.05170625610948,2,125.4338799483816,9,8,1,,,
68907724,85.69848729227762,3,126.38774975787499,2,4,5,,,
69466580,86.34526832844575,7,127.34161956736838,12,3,2,,,
69466580,86.99204936461389,4,128.29548937686178,9,5,1,,,
69466580,87.63883040078201,3,129.2493591863552,3,5,2,,,
71261039,88.28561143695015,2,130.20322899584858,5,4,4,,,
71261039,88.93239247311828,2,131.15709880534197,9,6,5,,,
71261039,89.57917350928642,2,132.11096861483537,5,8,6,,,
71261039,90.22595454545456,4,133.06483842432874,7,7,4,,,
71261039,90.87273558162269,6,134.01870823382217,8,3,1,,,
71261039,91.51951661779081,2,134.97257804331554,12,4,5,,,
71261039,92.16629765395895,3,135.92644785280896,9,6,6,,,
78343409,92.81307869012709,3,136.88031766230233,7,5,7,,,
78700610,93.45985972629522,5,137.83418747179576,5,2,0,,,
78700610,94.10664076246334,5,138.78805728128913,5,2,2,,,
78700610,94.75342179863148,4,139.74192709078255,6,4,6,,,
78700610,95.40020283479961,4,140.69579690027592,3,5,0,,,
78700610,96.04698387096775,2,141.64966670976935,0,3,3,,,
78740339,96.69376490713589,3,142.60353651926272,9,2,4,,,
78740339,97.34054594330402,0,143.55740632875614,6,1,2,,,
78740339,97.98732697947214,4,144.5112761382495,3,6,5,,,
78740339,98.63410801564028,5,145.46514594774294,3,6,6,,,
78740339,99.28088905180842,2,146.4190157572363,4,6,0,,,
78740339,99.92767008797655,4,147.37288556672974,5,6,4,,,
78740339,100.57445112414467,3,148.3267553762231,4,7,2,,,
78740339,101.22123216031281,2,149.28062518571647,3,6,3,,,
78740339,101.86801319648094,2,150.2344949952099,4,2,2,,,
78740339,102.51479423264908,3,151.18836480470327,4,4,0,,,
79181710,103.16157526881722,1,152.1422346141967,4,3,2,,,
82098105,103.80835630498535,0,153.09610442369006,7,4,3,,,
82098105,104.45513734115347,2,154.0499742331835,5,5,3,,,
82098105,105.10191837732161,1,155.00384404267686,5,6,2,,,
82098105,105.74869941348975,5,155.9577138521703,2,6,1,,,
83410807,106.39548044965787,2,156.91158366166366,0,1,3,,,
84648023,107.042261485826,2,157.86545347115708,4,8,0,,,
84648023,107.68904252199414,3,158.81932328065045,3,2,6,,,
85926438,108.33582355816228,2,159.77319309014388,3,5,3,,,
85926438,108.98260459433041,3,160.72706289963725,3,8,7,,,
85926438,109.62938563049855,5,161.68093270913067,7,5,3,,,
87366627,110.27616666666667,2,162.63480251862404,5,4,5,,,
87366627,110.9229477028348,1,163.58867232811747,3,7,8,,,
87366627,111.56972873900294,1,164.54254213761084,5,5,2,,,
87366627,112.21650977517108,3,165.49641194710424,4,3,7,,,
87366627,112.8632908113392,1,166.45028175659763,3,2,2,,,
87366627,113.51007184750733,4,167.404151566091,3,2,5,,,
87366627,114.15685288367547,2,168.35802137558443,2,4,1,,,
87366627,114.8036339198436,1,169.3118911850778,8,2,2,,,
87366627,115.45041495601174,1,170.26576099457122,7,5,0,,,
87366627,116.09719599217988,3,171.2196308040646,4,3,1,,,
88138005,116.743977028348,5,172.17350061355802,5,2,3,,,
88138005,117.39075806451613,0,173.1273704230514,5,3,4,,,
88138005,118.03753910068427,3,174.08124023254481,4,3,2,,,
88138005,118.6843201368524,1,175.03511004203818,5,2,1,,,
88138005,119.33110117302053,8,175.9889798515316,2,5,3,,,
89417165,119.97788220918866,5,176.94284966102498,2,2,0,,,
89417165,120.6246632453568,2,177.8967194705184,4,3,4,,,
89417165,121.27144428152494,0,178.85058928001177,2,2,5,,,
89417165,121.91822531769307,2,179.8044590895052,2,1,2,,,
90848392,122.56500635386121,4,180.75832889899857,1,1,6,,,
94087963,123.21178739002933,1,181.712198708492,4,2,0,,,
94087963,123.85856842619746,4,182.66606851798537,4,4,2,,,
94087963,124.5053494623656,2,183.61993832747876,2,2,2,,,
94609239,125.15213049853374,1,184.57380813697216,3,5,5,,,
96481431,125.79891153470186,5,185.52767794646553,3,3,1,,,
99961918,126.44569257087,5,186.48154775595896,0,2,4,,,
99961918,127.09247360703813,6,187.43541756545233,3,4,5,,,
99961918,127.73925464320627,3,188.38928737494575,3,4,5,,,
100642023,128.3860356793744,1,189.34315718443912,1,4,4,,,
100642023,129.03281671554254,4,190.29702699393255,6,2,2,,,
100642023,129.67959775171067,6,191.25089680342592,4,1,6,,,
100642023,130.3263787878788,3,192.20476661291934,2,2,0,,,
103597314,130.97315982404692,4,193.1586364224127,2,5,5,,,
103597314,131.61994086021505,3,194.11250623190614,4,3,2,,,
103597314,132.2667218963832,3,195.0663760413995,3,5,2,,,
103636822,132.91350293255132,0,196.02024585089293,2,3,4,,,
103636822,133.56028396871946,9,196.9741156603863,5,5,3,,,
104201581,134.2070650048876,5,197.92798546987973,1,5,1,,,
104201581,134.85384604105573,3,198.8818552793731,4,3,6,,,
104201581,135.50062707722387,6,199.83572508886652,3,3,4,,,
105719214,136.147408113392,4,200.7895948983599,3,3,2,,,
105719214,136.7941891495601,3,201.74346470785326,2,2,2,,,
105719214,137.44097018572825,6,202.6973345173467,4,1,2,,,
105719214,138.08775122189638,4,203.65120432684006,4,3,0,,,
105879487,138.73453225806452,4,204.60507413633349,5,3,6,,,
105879487,139.38131329423265,2,205.55894394582685,4,3,3,,,
109951004,140.0280943304008,3,206.51281375532028,3,3,6,,,
110870218,140.67487536656893,1,207.46668356481365,1,7,3,,,
110870218,141.32165640273706,2,208.42055337430708,3,4,4,,,
110870218,141.9684374389052,5,209.37442318380045,2,2,1,,,
110870218,142.61521847507333,5,210.32829299329387,4,2,1,,,
111274478,143.26199951124147,2,211.28216280278724,1,0,2,,,
111274478,143.90878054740958,4,212.23603261228067,5,5,1,,,
111274478,144.5555615835777,2,213.18990242177404,1,3,2,,,
112547069,145.20234261974585,6,214.14377223126746,1,4,4,,,
112547069,145.84912365591398,3,215.09764204076083,1,3,4,,,
112547069,146.49590469208212,4,216.05151185025426,1,2,0,,,
113426671,147.14268572825026,5,217.00538165974763,4,3,1,,,
113426671,147.7894667644184,0,217.95925146924102,1,3,3,,,
113426671,148.43624780058653,3,218.91312127873442,2,1,1,,,
114587364,149.08302883675466,4,219.8669910882278,1,1,2,,,
114587364,149.72980987292277,4,220.82086089772122,2,6,2,,,
114587364,150.3765909090909,4,221.7747307072146,3,4,2,,,
114587364,151.02337194525904,1,222.728600516708,2,2,2,,,
114587364,151.67015298142718,5,223.68247032620138,4,4,1,,,
114709768,152.31693401759532,4,224.6363401356948,5,0,6,,,
114709768,152.96371505376345,1,225.59020994518818,3,3,4,,,
114709768,153.6104960899316,6,226.5440797546816,3,3,5,,,
114709768,154.25727712609972,3,227.49794956417497,2,6,3,,,
115307045,154.90405816226786,1,228.4518193736684,2,1,4,,,
115307045,155.550839198436,6,229.40568918316177,1,2,3,,,
115307045,156.19762023460413,5,230.3595589926552,2,5,1,,,
117909185,156.84440127077224,2,231.31342880214856,3,3,5,,,
117909185,157.49118230694037,6,232.267298611642,3,5,3,,,
118829786,158.1379633431085,7,233.22116842113536,2,4,2,,,
118829786,158.78474437927665,2,234.1750382306288,4,2,3,,,
118829786,159.43152541544478,3,235.12890804012216,2,0,7,,,
118829786,160.07830645161292,3,236.08277784961552,2,3,5,,,
122106140,160.72508748778105,3,237.03664765910895,5,4,3,,,
122106140,161.3718685239492,0,237.99051746860232,1,3,4,,,
122309234,162.01864956011732,5,238.94438727809575,2,6,2,,,
122309234,162.66543059628543,9,239.89825708758912,2,5,1,,,
122309234,163.31221163245357,7,240.85212689708254,3,3,2,,,
122309234,163.9589926686217,6,241.8059967065759,3,0,0,,,
123589443,164.60577370478984,2,242.75986651606934,1,2,3,,,
124389808,165.25255474095798,4,243.7137363255627,2,1,2,,,
124389808,165.8993357771261,7,244.66760613505613,1,1,3,,,
124389808,166.54611681329425,6,245.6214759445495,4,2,0,,,
124389808,167.19289784946238,3,246.57534575404293,3,1,5,,,
124389808,167.83967888563052,10,247.5292155635363,4,2,4,,,
125509537,168.48645992179866,3,248.48308537302972,4,2,2,,,
125706549,169.13324095796676,3,249.4369551825231,0,0,2,,,
126027843,169.7800219941349,2,250.39082499201652,3,3,3,,,
126027843,170.42680303030303,7,251.3446948015099,4,2,5,,,
126027843,171.07358406647117,3,252.29856461100331,3,3,1,,,
126027843,171.7203651026393,4,253.25243442049668,3,4,0,,,
126027843,172.36714613880744,1,254.20630422999005,2,0,4,,,
126027843,173.01392717497558,9,255.16017403948348,3,3,6,,,
126387538,173.6607082111437,4,256.11404384897685,7,0,5,,,
126387538,174.30748924731185,4,257.0679136584703,3,1,7,,,
126387538,174.95427028347996,4,258.0217834679637,5,6,2,,,
126387538,175.6010513196481,5,258.97565327745707,3,5,2,,,
126387538,176.24783235581623,5,259.92952308695044,0,5,2,,,
126665792,176.89461339198436,7,260.88339289644387,3,6,3,,,
126665792,177.5413944281525,4,261.8372627059373,1,4,2,,,
126665792,178.18817546432064,5,262.7911325154306,4,4,4,,,
126665792,178.83495650048877,6,263.74500232492403,2,2,1,,,
126665792,179.4817375366569,5,264.69887213441746,5,0,1,,,
126665792,180.12851857282504,10,265.6527419439108,5,2,1,,,
126665792,180.77529960899318,5,266.6066117534042,2,0,1,,,
126665792,181.42208064516132,6,267.5604815628976,0,1,1,,,
134250773,182.06886168132942,2,268.51435137239105,1,2,3,,,
134250773,182.71564271749756,7,269.4682211818844,6,4,3,,,
134250773,183.3624237536657,4,270.4220909913778,2,2,0,,,
134250773,184.00920478983383,4,271.3759608008712,4,5,2,,,
134250773,184.65598582600197,7,272.32983061036464,2,1,3,,,
134250773,185.3027668621701,5,273.283700419858,2,3,1,,,
136371968,185.94954789833824,4,274.2375702293514,3,1,2,,,
136371968,186.59632893450637,5,275.1914400388448,1,0,2,,,
136371968,187.2431099706745,5,276.14530984833823,1,1,4,,,
136371968,187.88989100684262,5,277.0991796578316,2,7,4,,,
136371968,188.53667204301075,3,278.05304946732497,2,3,1,,,
136371968,189.1834530791789,10,279.0069192768184,1,5,0,,,
136371968,189.83023411534703,2,279.96078908631176,2,1,8,,,
138289838,190.47701515151516,8,280.91465889580513,6,3,4,,,
138289838,191.1237961876833,4,281.86852870529856,0,1,1,,,
138289838,191.77057722385143,3,282.822398514792,0,4,5,,,
138289838,192.41735826001957,3,283.77626832428535,2,4,5,,,
138289838,193.0641392961877,5,284.7301381337787,2,2,5,,,
138289838,193.71092033235584,4,285.68400794327215,4,4,3,,,
138289838,194.35770136852398,2,286.6378777527656,3,3,1,,,
138289838,195.00448240469208,5,287.59174756225894,0,3,1,,,
138289838,195.65126344086022,8,288.5456173717523,3,0,3,,,
139248073,196.29804447702836,5,289.49948718124574,1,3,0,,,
139248073,196.9448255131965,11,290.45335699073917,0,2,2,,,
139248073,197.59160654936463,8,291.40722680023254,3,3,3,,,
139248073,198.23838758553276,5,292.3610966097259,0,1,7,,,
139248073,198.8851686217009,11,293.31496641921933,1,3,1,,,
142408481,199.53194965786903,3,294.26883622871276,0,1,1,,,
142408481,200.17873069403717,6,295.2227060382061,1,1,2,,,
142408481,200.82551173020528,7,296.1765758476995,2,3,1,,,
146400860,201.4722927663734,4,297.1304456571929,4,2,1,,,
146400860,202.11907380254155,2,298.0843154666863,0,0,0,,,
146400860,202.76585483870969,2,299.03818527617966,1,1,4,,,
146400860,203.41263587487782,4,299.9920550856731,2,2,5,,,
146400860,204.05941691104596,1,300.9459248951665,0,0,3,,,
146400860,204.7061979472141,2,301.8997947046599,2,1,2,,,
146400860,205.35297898338223,4,302.85366451415325,0,1,3,,,
146400860,205.99976001955037,5,303.8075343236467,5,2,3,,,
149082423,206.6465410557185,2,304.7614041331401,0,2,2,,,
149922070,207.29332209188664,3,305.7152739426335,2,1,3,,,
150084796,207.94010312805474,2,306.66914375212684,5,2,2,,,
150084796,208.58688416422288,5,307.62301356162027,2,0,2,,,
150084796,209.23366520039102,7,308.5768833711137,2,3,3,,,
150084796,209.88044623655915,7,309.53075318060706,2,2,2,,,
150084796,210.5272272727273,6,310.48462299010043,1,2,1,,,
152881978,211.17400830889542,5,311.43849279959386,3,1,5,,,
153080813,211.82078934506356,1,312.3923626090873,2,1,5,,,
153080813,212.4675703812317,2,313.34623241858066,1,0,1,,,
153080813,213.1143514173998,4,314.300102228074,2,2,3,,,
153080813,213.76113245356794,2,315.25397203756745,1,1,3,,,
153080813,214.40791348973607,7,316.2078418470608,0,0,1,,,
153080813,215.0546945259042,0,317.1617116565542,0,0,3,,,
154724647,215.70147556207235,8,318.1155814660476,0,1,3,,,
154724647,216.34825659824048,6,319.06945127554104,0,2,1,,,
154841711,216.99503763440862,3,320.0233210850344,3,2,6,,,
159667890,217.64181867057675,5,320.9771908945278,1,4,1,,,
159667890,218.2885997067449,3,321.9310607040212,1,1,2,,,
159667890,218.93538074291303,5,322.88493051351463,1,3,3,,,
159667890,219.58216177908116,4,323.838800323008,1,3,6,,,
159667890,220.22894281524927,3,324.79267013250137,1,1,3,,,
159705257,220.8757238514174,4,325.7465399419948,5,2,3,,,
160347199,221.52250488758554,5,326.7004097514882,2,1,2,,,
160347199,222.16928592375368,4,327.6542795609816,1,3,3,,,
160347199,222.8160669599218,5,328.60814937047496,1,3,2,,,
160507955,223.46284799608995,5,329.5620191799684,0,1,1,,,
162388078,224.10962903225808,5,330.5158889894618,3,1,3,,,
163148140,224.75641006842622,5,331.4697587989551,0,2,0,,,
165218978,225.40319110459436,7,332.42362860844855,0,0,7,,,
166107555,226.04997214076246,3,333.377498417942,0,0,3,,,
166107555,226.6967531769306,2,334.33136822743535,3,2,1,,,
166107555,227.34353421309874,3,335.2852380369287,0,1,6,,,
166946382,227.99031524926687,3,336.23910784642214,2,1,6,,,
166946382,228.637096285435,3,337.19297765591557,2,2,3,,,
166946382,229.28387732160314,5,338.14684746540894,1,2,1,,,
167109413,229.93065835777128,8,339.1007172749023,0,1,5,,,
167505062,230.57743939393941,5,340.05458708439573,0,1,4,,,
168501655,231.22422043010755,5,341.00845689388916,1,1,2,,,
168501655,231.8710014662757,5,341.96232670338253,2,2,4,,,
171497008,232.51778250244382,7,342.9161965128759,0,1,2,,,
171497008,233.16456353861193,6,343.8700663223693,1,1,1,,,
171497008,233.81134457478007,4,344.82393613186275,0,1,1,,,
171856889,234.4581256109482,3,345.7778059413561,3,0,3,,,
171856889,235.10490664711634,10,346.7316757508495,1,1,2,,,
172297598,235.75168768328447,4,347.6855455603429,2,2,1,,,
175055077,236.3984687194526,2,348.63941536983634,2,0,5,,,
177496719,237.04524975562074,5,349.59328517932965,0,1,1,,,
178295772,237.69203079178888,6,350.5471549888231,1,0,2,,,
178295772,238.33881182795702,6,351.5010247983165,1,3,0,,,
178657775,238.98559286412512,5,352.4548946078099,0,1,1,,,
178657775,239.63237390029326,1,353.40876441730325,4,0,6,,,
178657775,240.2791549364614,3,354.3626342267967,0,0,5,,,
178657775,240.92593597262953,2,355.3165040362901,1,0,9,,,
178657775,241.57271700879767,3,356.27037384578347,1,4,4,,,
178657775,242.2194980449658,3,357.22424365527684,2,1,2,,,
181175751,242.86627908113394,4,358.17811346477026,0,2,2,,,
181175751,243.51306011730208,3,359.1319832742637,0,2,1,,,
181175751,244.1598411534702,5,360.08585308375706,0,0,5,,,
181896399,244.80662218963835,2,361.0397228932504,1,3,4,,,
182779243,245.45340322580648,7,361.99359270274385,1,0,2,,,
182779243,246.1001842619746,3,362.9474625122373,3,1,1,,,
182779243,246.74696529814273,4,363.90133232173065,1,0,3,,,
182779243,247.39374633431086,6,364.855202131224,1,1,2,,,
182779243,248.040527370479,0,365.80907194071744,0,0,2,,,
182779243,248.68730840664713,8,366.76294175021087,2,0,2,,,
182779243,249.33408944281527,2,367.7168115597042,1,1,4,,,
184617245,249.9808704789834,2,368.6706813691976,1,0,3,,,
184617245,250.62765151515154,3,369.62455117869104,2,0,4,,,
184617245,251.27443255131965,3,370.5784209881844,2,0,7,,,
184617245,251.92121358748778,3,371.5322907976778,0,0,2,,,
185778555,252.56799462365592,6,372.4861606071712,0,1,2,,,
185778555,253.21477565982406,3,373.4400304166646,1,1,2,,,
185778555,253.8615566959922,4,374.393900226158,0,0,3,,,
185778555,254.50833773216033,3,375.34777003565137,0,0,2,,,
185778555,255.15511876832846,1,376.3016398451448,1,1,4,,,
188255729,255.8018998044966,4,377.2555096546382,0,0,4,,,
188255729,256.44868084066474,3,378.2093794641316,0,1,1,,,
188255729,257.09546187683287,3,379.16324927362496,0,0,3,,,
188255729,257.742242913001,1,380.1171190831184,1,2,3,,,
188255729,258.38902394916914,6,381.0709888926118,1,0,4,,,
188255729,259.0358049853373,3,382.0248587021052,2,0,5,,,
188255729,259.6825860215054,5,382.97872851159855,0,0,1,,,
189775910,260.32936705767355,3,383.932598321092,0,0,3,,,
189775910,260.97614809384163,3,384.88646813058534,0,0,1,,,
190897060,261.62292913000977,1,385.8403379400787,2,0,2,,,
191095789,262.2697101661779,3,386.79420774957214,2,1,3,,,
191095789,262.91649120234604,4,387.74807755906556,0,1,0,,,
191095789,263.5632722385142,0,388.70194736855893,1,1,0,,,
191095789,264.2100532746823,2,389.6558171780523,1,1,4,,,
192138511,264.85683431085045,3,390.60968698754573,0,1,4,,,
192138511,265.5036153470186,2,391.56355679703915,2,0,0,,,
192138511,266.1503963831867,2,392.5174266065325,1,1,5,,,
192138511,266.79717741935485,3,393.4712964160259,0,1,3,,,
194295027,267.443958455523,4,394.4251662255193,0,0,4,,,
196290430,268.0907394916911,8,395.37903603501275,1,1,2,,,
196290430,268.73752052785926,3,396.3329058445061,0,0,4,,,
196290430,269.3843015640274,3,397.2867756539995,0,1,2,,,
196290430,270.03108260019553,1,398.2406454634929,1,0,2,,,
1272441,270.67786363636367,6,399.19451527298634,1,0,3,,,
1272441,271.3246446725318,2,400.1483850824797,0,0,6,,,
2821370,271.97142570869994,2,401.1022548919731,1,1,1,,,
2821370,272.6182067448681,5,402.0561247014665,0,0,1,,,
2821370,273.2649877810362,4,403.00999451095987,0,0,1,,,
6100646,273.91176881720435,3,403.96386432045324,0,1,2,,,
9694901,274.5585498533724,3,404.91773412994667,0,1,7,,,
9694901,275.20533088954056,4,405.8716039394401,1,0,3,,,
9694901,275.8521119257087,2,406.82547374893346,0,0,5,,,
9694901,276.49889296187683,3,407.77934355842683,0,1,1,,,
9694901,277.14567399804497,5,408.73321336792026,1,0,3,,,
10616423,277.7924550342131,2,409.6870831774137,0,0,2,,,
11529197,278.43923607038124,3,410.64095298690705,0,0,4,,,
11529197,279.0860171065494,1,411.5948227964004,0,0,5,,,
11529197,279.7327981427175,2,412.54869260589385,1,0,3,,,
13373990,280.37957917888565,3,413.5025624153873,0,0,1,,,
13373990,281.0263602150538,2,414.45643222488064,0,0,4,,,
13373990,281.6731412512219,1,415.410302034374,0,0,3,,,
13373990,282.31992228739006,5,416.36417184386744,0,0,3,,,
13373990,282.9667033235582,3,417.31804165336086,0,1,2,,,
13373990,283.6134843597263,3,418.2719114628542,0,0,4,,,
15494528,284.26026539589446,4,419.2257812723476,0,0,3,,,
15494528,284.9070464320626,3,420.17965108184103,0,0,3,,,
15494528,285.55382746823074,1,421.1335208913344,1,0,5,,,
15494528,286.2006085043989,3,422.08739070082777,1,0,1,,,
15494528,286.84738954056695,1,423.0412605103212,2,2,4,,,
16774037,287.4941705767351,4,423.9951303198146,1,0,3,,,
16774037,288.1409516129032,5,424.949000129308,1,0,3,,,
16774037,288.78773264907136,3,425.90286993880136,0,0,3,,,
