order, coefficient, uncertainty
0, 0.0021711245916945267, 1.213637100435443
1, 1.5162247216140927, 0.04420480747814692
2, 0.002102749824834108, 0.00022365277168604795
3, -2.0255357507187373e-06, 2.6267953468483034e-07
# dataset: Mes3
# rcs value: 0.084833
# timestamp: 2023-11-23 09:57:15
