event no, total energy (keV), E frequency, momentum component (keV), x frequency, y frequency, z frequency, particles per run, runs per simulation, restricted momentum direction
8531536,0.3233905180840665,1,0.4581544850174628,11,5,1,1,200000000,0.5
8531536,0.9701715542521995,0,1.3744634550523884,5,4,2,,,
9733177,1.6169525904203326,0,2.2907724250873143,4,6,0,,,
9733177,2.2637336265884653,3,3.2070813951222394,8,3,0,,,
12047684,2.9105146627565985,0,4.1233903651571655,8,1,1,,,
12047684,3.5572956989247313,2,5.039699335192092,9,4,1,,,
12047684,4.2040767350928645,1,5.956008305227016,3,6,1,,,
26636682,4.850857771260998,2,6.872317275261942,5,6,1,,,
26636682,5.49763880742913,0,7.788626245296868,4,3,0,,,
26636682,6.144419843597264,2,8.704935215331794,1,5,2,,,
27235243,6.791200879765396,1,9.62124418536672,6,7,1,,,
27235243,7.437981915933529,1,10.537553155401644,5,1,1,,,
56577412,8.084762952101663,0,11.45386212543657,3,2,1,,,
56577412,8.731543988269795,0,12.370171095471495,2,3,0,,,
56577412,9.378325024437927,2,13.28648006550642,2,3,2,,,
66087924,10.025106060606062,0,14.202789035541347,2,3,3,,,
66087924,10.671887096774194,1,15.119098005576273,3,3,1,,,
67288677,11.318668132942328,0,16.0354069756112,2,4,0,,,
67288677,11.96544916911046,1,16.951715945646125,1,2,0,,,
67409439,12.612230205278593,1,17.86802491568105,2,2,1,,,
67409439,13.259011241446727,3,18.784333885715974,3,1,0,,,
67409439,13.905792277614859,2,19.7006428557509,2,2,0,,,
67409439,14.552573313782993,1,20.616951825785826,0,4,2,,,
67409439,15.199354349951125,0,21.533260795820752,1,1,1,,,
73323648,15.846135386119258,2,22.449569765855678,1,3,0,,,
73323648,16.492916422287394,0,23.365878735890604,0,1,0,,,
73323648,17.139697458455522,0,24.28218770592553,2,4,1,,,
73323648,17.78647849462366,0,25.198496675960456,2,1,2,,,
79236417,18.433259530791787,0,26.11480564599538,0,2,1,,,
79236417,19.080040566959923,0,27.031114616030305,0,4,1,,,
79236417,19.72682160312806,0,27.94742358606523,0,0,1,,,
79236417,20.373602639296188,1,28.863732556100157,2,1,1,,,
96476237,21.020383675464323,0,29.780041526135083,3,1,1,,,
96476237,21.667164711632452,0,30.69635049617001,0,3,4,,,
96476237,22.313945747800588,0,31.612659466204935,0,1,0,,,
96476237,22.960726783968724,2,32.528968436239865,2,0,0,,,
111870268,23.607507820136853,1,33.44527740627478,1,0,0,,,
111870268,24.25428885630499,2,34.36158637630972,0,5,2,,,
111870268,24.901069892473117,0,35.277895346344636,0,1,0,,,
111870268,25.547850928641253,0,36.19420431637957,0,1,2,,,
111870268,26.19463196480939,0,37.11051328641449,0,1,0,,,
111870268,26.841413000977518,0,38.02682225644941,1,2,0,,,
115789870,27.488194037145654,0,38.94313122648434,0,3,0,,,
115789870,28.134975073313782,0,39.85944019651926,0,2,0,,,
115789870,28.78175610948192,1,40.77574916655419,0,1,0,,,
116065605,29.42853714565005,1,41.69205813658911,0,0,1,,,
116065605,30.075318181818183,1,42.608367106624044,0,1,1,,,
116065605,30.72209921798632,0,43.52467607665896,0,1,2,,,
116065605,31.368880254154448,0,44.440985046693896,1,2,1,,,
123989889,32.01566129032258,1,45.357294016728815,0,0,1,,,
123989889,32.66244232649072,1,46.27360298676375,1,1,0,,,
125502266,33.30922336265885,0,47.18991195679867,1,6,1,,,
125502266,33.95600439882698,2,48.1062209268336,0,0,0,,,
125502266,34.60278543499511,1,49.02252989686852,0,2,1,,,
125502266,35.24956647116325,0,49.93883886690345,1,0,1,,,
127365700,35.896347507331384,1,50.85514783693837,2,2,0,,,
127365700,36.54312854349951,0,51.77145680697329,0,1,1,,,
127365700,37.18990957966764,1,52.687765777008224,1,2,0,,,
127365700,37.83669061583578,2,53.60407474704314,0,0,1,,,
127525889,38.483471652003914,0,54.520383717078076,0,0,0,,,
127525889,39.13025268817205,0,55.436692687112995,2,1,0,,,
128412875,39.77703372434018,1,56.35300165714793,0,1,0,,,
128412875,40.42381476050831,0,57.26931062718285,1,1,0,,,
128412875,41.07059579667644,1,58.18561959721778,1,0,0,,,
128412875,41.71737683284458,0,59.1019285672527,0,1,1,,,
128412875,42.364157869012715,0,60.01823753728763,3,1,1,,,
128412875,43.01093890518084,0,60.93454650732255,2,1,1,,,
129093112,43.65771994134897,0,61.850855477357484,0,2,1,,,
129093112,44.30450097751711,0,62.7671644473924,1,2,2,,,
129093112,44.951282013685244,1,63.68347341742734,1,1,0,,,
