event no, total energy (keV), E frequency, momentum component (keV), x frequency, y frequency, z frequency, particles per run, runs per simulation, restricted momentum direction
857256,0.3233905180840665,1,0.3570107234467517,2,1,1,1,200000000,0.5
857256,0.9701715542521995,3,1.0710321703402552,8,0,0,,,
16988219,1.6169525904203326,0,1.7850536172337588,5,3,1,,,
16988219,2.2637336265884653,2,2.499075064127262,3,4,0,,,
25549703,2.9105146627565985,0,3.2130965110207654,3,1,1,,,
25549703,3.5572956989247313,1,3.9271179579142688,2,2,1,,,
42745938,4.2040767350928645,0,4.641139404807772,4,2,2,,,
42745938,4.850857771260998,0,5.355160851701276,4,2,1,,,
42745938,5.49763880742913,1,6.069182298594779,4,0,0,,,
42745938,6.144419843597264,2,6.783203745488283,6,3,0,,,
51109654,6.791200879765396,0,7.497225192381785,6,1,0,,,
51109654,7.437981915933529,1,8.21124663927529,3,2,1,,,
51109654,8.084762952101663,2,8.925268086168792,2,1,0,,,
51109654,8.731543988269795,1,9.639289533062296,3,4,0,,,
57273944,9.378325024437927,2,10.3533109799558,3,4,1,,,
57273944,10.025106060606062,0,11.067332426849303,2,1,2,,,
57273944,10.671887096774194,0,11.781353873742807,1,0,0,,,
62272500,11.318668132942328,1,12.49537532063631,3,1,0,,,
62272500,11.96544916911046,0,13.209396767529814,1,2,1,,,
62272500,12.612230205278593,1,13.923418214423318,2,0,0,,,
62272500,13.259011241446727,0,14.63743966131682,3,0,1,,,
62272500,13.905792277614859,1,15.351461108210323,2,0,0,,,
62272500,14.552573313782993,2,16.065482555103827,3,4,0,,,
80439572,15.199354349951125,1,16.77950400199733,0,2,1,,,
80439572,15.846135386119258,0,17.493525448890836,1,2,0,,,
80439572,16.492916422287394,0,18.20754689578434,2,1,1,,,
80439572,17.139697458455522,1,18.92156834267784,2,3,0,,,
97718820,17.78647849462366,2,19.635589789571345,1,3,2,,,
97718820,18.433259530791787,1,20.34961123646485,1,2,0,,,
117016660,19.080040566959923,0,21.06363268335835,2,0,0,,,
117016660,19.72682160312806,0,21.777654130251854,1,1,0,,,
119943836,20.373602639296188,0,22.491675577145358,2,2,0,,,
120501126,21.020383675464323,0,23.205697024038862,2,1,0,,,
120501126,21.667164711632452,1,23.919718470932366,1,4,0,,,
129456487,22.313945747800588,0,24.63373991782587,4,0,0,,,
130698770,22.960726783968724,0,25.34776136471937,1,3,1,,,
134692891,23.607507820136853,2,26.061782811612876,3,2,0,,,
134692891,24.25428885630499,0,26.77580425850638,4,2,1,,,
145212473,24.901069892473117,1,27.48982570539988,1,0,0,,,
145692018,25.547850928641253,0,28.203847152293385,1,4,1,,,
145692018,26.19463196480939,0,28.91786859918689,1,1,3,,,
151331572,26.841413000977518,0,29.631890046080393,3,2,1,,,
151331572,27.488194037145654,0,30.345911492973897,1,1,1,,,
151331572,28.134975073313782,0,31.0599329398674,1,2,1,,,
153090463,28.78175610948192,0,31.773954386760902,1,1,0,,,
158574220,29.42853714565005,0,32.4879758336544,2,2,0,,,
158574220,30.075318181818183,0,33.201997280547914,1,3,0,,,
158574220,30.72209921798632,1,33.91601872744141,1,0,1,,,
158693172,31.368880254154448,0,34.63004017433492,2,2,0,,,
158693172,32.01566129032258,0,35.34406162122842,0,2,0,,,
158693172,32.66244232649072,0,36.058083068121924,0,2,0,,,
158693172,33.30922336265885,1,36.77210451501543,0,0,0,,,
173126349,33.95600439882698,0,37.486125961908925,1,0,1,,,
173126349,34.60278543499511,0,38.20014740880244,1,0,0,,,
173126349,35.24956647116325,0,38.914168855695934,1,0,0,,,
173126349,35.896347507331384,0,39.628190302589445,2,3,1,,,
173126349,36.54312854349951,0,40.34221174948294,1,2,1,,,
173126349,37.18990957966764,1,41.05623319637645,1,1,0,,,
180936584,37.83669061583578,1,41.77025464326995,1,1,0,,,
