event no, total energy (keV), E frequency, momentum component (keV), x frequency, y frequency, z frequency, particles per run, runs per simulation, restricted momentum direction
1722778,0.3233905180840665,0,0.41475967892413634,3,4,0,1,200000000,0.5
10277928,0.9701715542521995,1,1.244279036772409,9,3,0,,,
10277928,1.6169525904203326,4,2.073798394620682,6,1,2,,,
10277928,2.2637336265884653,2,2.903317752468954,8,2,2,,,
18817246,2.9105146627565985,0,3.7328371103172273,7,4,0,,,
21732740,3.5572956989247313,1,4.5623564681655004,8,2,3,,,
21732740,4.2040767350928645,2,5.391875826013772,4,3,1,,,
21732740,4.850857771260998,1,6.221395183862045,3,7,1,,,
21732740,5.49763880742913,2,7.050914541710318,6,4,0,,,
21732740,6.144419843597264,0,7.880433899558591,4,4,1,,,
21732740,6.791200879765396,0,8.709953257406863,5,1,0,,,
26681011,7.437981915933529,0,9.539472615255136,0,3,0,,,
26681011,8.084762952101663,2,10.368991973103409,4,1,0,,,
26681011,8.731543988269795,0,11.198511330951682,4,1,1,,,
26681011,9.378325024437927,1,12.028030688799953,5,4,1,,,
26681011,10.025106060606062,1,12.857550046648226,3,3,3,,,
28594057,10.671887096774194,0,13.6870694044965,9,6,3,,,
28594057,11.318668132942328,1,14.516588762344773,6,5,1,,,
28594057,11.96544916911046,1,15.346108120193044,3,2,1,,,
28594057,12.612230205278593,0,16.175627478041317,2,3,0,,,
28594057,13.259011241446727,0,17.00514683588959,5,3,1,,,
28594057,13.905792277614859,1,17.83466619373786,5,4,1,,,
28594057,14.552573313782993,0,18.664185551586137,5,3,4,,,
28594057,15.199354349951125,1,19.493704909434406,2,3,1,,,
28594057,15.846135386119258,1,20.323224267282683,3,2,0,,,
29113167,16.492916422287394,0,21.152743625130952,3,5,0,,,
29113167,17.139697458455522,1,21.98226298297923,3,5,1,,,
29113167,17.78647849462366,1,22.8117823408275,1,3,0,,,
29113167,18.433259530791787,1,23.64130169867577,2,2,0,,,
29113167,19.080040566959923,4,24.470821056524045,1,4,3,,,
37549198,19.72682160312806,0,25.300340414372315,3,2,0,,,
37549198,20.373602639296188,0,26.12985977222059,3,0,0,,,
37549198,21.020383675464323,1,26.95937913006886,2,1,2,,,
43893801,21.667164711632452,0,27.788898487917137,4,1,3,,,
43893801,22.313945747800588,0,28.618417845765407,2,1,2,,,
43893801,22.960726783968724,0,29.447937203613684,3,3,4,,,
43893801,23.607507820136853,0,30.277456561461953,4,9,1,,,
43893801,24.25428885630499,0,31.106975919310223,3,3,0,,,
43893801,24.901069892473117,0,31.9364952771585,4,5,3,,,
52396967,25.547850928641253,1,32.76601463500677,2,2,1,,,
52396967,26.19463196480939,1,33.595533992855046,4,5,1,,,
52396967,26.841413000977518,3,34.425053350703315,3,4,1,,,
73229160,27.488194037145654,0,35.25457270855159,3,1,1,,,
75787723,28.134975073313782,0,36.08409206639986,1,5,0,,,
75787723,28.78175610948192,2,36.91361142424813,0,2,1,,,
76385182,29.42853714565005,3,37.74313078209641,2,3,2,,,
77545755,30.075318181818183,1,38.572650139944685,1,1,0,,,
