event no, total energy (keV), E frequency, momentum component (keV), x frequency, y frequency, z frequency, particles per run, runs per simulation, restricted momentum direction
782713,30.72209921798632,80,48.92428745512727,136,99,75,,,
783826,31.368880254154448,79,49.95427245418258,161,109,71,,,
826137,32.01566129032258,55,50.98425745323789,170,96,80,,,
826137,32.66244232649072,60,52.0142424522932,171,103,87,,,
826137,33.30922336265885,49,53.04422745134852,157,100,93,,,
865206,33.95600439882698,79,54.07421245040382,149,105,71,,,
865206,34.60278543499511,67,55.104197449459136,155,116,75,,,
865206,35.24956647116325,46,56.13418244851445,166,120,75,,,
865206,35.896347507331384,68,57.16416744756975,156,105,83,,,
865206,36.54312854349951,62,58.19415244662507,172,108,78,,,
1021527,37.18990957966764,66,59.224137445680384,158,104,68,,,
1021527,37.83669061583578,47,60.254122444735685,155,115,84,,,
1021527,38.483471652003914,65,61.284107443791,148,107,57,,,
1021527,39.13025268817205,68,62.31409244284632,138,107,96,,,
1021527,39.77703372434018,64,63.34407744190162,151,112,90,,,
1021527,40.42381476050831,59,64.37406244095693,152,106,67,,,
1021527,41.07059579667644,74,65.40404744001225,152,109,90,,,
1021527,41.71737683284458,73,66.43403243906755,137,112,86,,,
1144898,42.364157869012715,52,67.46401743812287,135,96,81,,,
1144898,43.01093890518084,62,68.49400243717818,152,85,83,,,
1144898,43.65771994134897,55,69.52398743623348,246,103,67,,,
1144898,44.30450097751711,57,70.5539724352888,681,97,80,,,
1183249,44.951282013685244,50,71.58395743434411,1573,117,87,,,
1183249,45.59806304985338,76,72.61394243339942,1490,95,77,,,
1183249,46.24484408602151,75,73.64392743245473,1438,97,65,,,
1249146,46.89162512218964,53,74.67391243151005,1389,97,81,,,
1249497,47.53840615835777,62,75.70389743056535,1318,97,75,,,
1249497,48.18518719452591,65,76.73388242962066,1175,112,92,,,
1249497,48.831968230694045,60,77.76386742867598,1056,96,78,,,
1249497,49.478749266862174,62,78.79385242773128,878,107,80,,,
1249497,50.1255303030303,61,79.8238374267866,659,95,58,,,
1376437,50.77231133919844,62,80.85382242584191,533,80,82,,,
1456664,51.419092375366574,63,81.88380742489721,414,103,80,,,
1459451,52.06587341153471,62,82.91379242395253,351,102,61,,,
1459451,52.71265444770284,56,83.94377742300784,342,109,79,,,
1459451,53.35943548387097,61,84.97376242206315,352,111,74,,,
1459451,54.006216520039104,48,86.00374742111846,311,108,81,,,
1459451,54.65299755620724,68,87.03373242017378,320,76,65,,,
1459451,55.29977859237537,61,88.06371741922908,304,104,75,,,
1605409,55.946559628543504,68,89.0937024182844,270,96,75,,,
1605409,56.59334066471163,70,90.12368741733971,275,99,73,,,
1605409,57.24012170087977,52,91.15367241639501,210,110,69,,,
1605409,57.886902737047905,50,92.18365741545033,226,94,67,,,
1605409,58.53368377321603,69,93.21364241450564,197,77,68,,,
1605409,59.18046480938417,53,94.24362741356094,164,95,81,,,
1605409,59.8272458455523,53,95.27361241261626,132,104,73,,,
1605409,60.474026881720434,60,96.30359741167157,99,90,73,,,
1605409,61.12080791788857,77,97.33358241072688,112,97,74,,,
1655454,61.7675889540567,62,98.36356740978219,93,120,80,,,
1659116,62.414369990224834,64,99.39355240883751,112,83,75,,,
1659116,63.06115102639296,49,100.42353740789281,96,84,73,,,
1659116,63.7079320625611,58,101.45352240694814,98,87,70,,,
1737047,64.35471309872923,58,102.48350740600344,91,81,70,,,
1737047,65.00149413489737,62,103.51349240505874,97,92,86,,,
1737047,65.64827517106549,44,104.54347740411407,94,101,74,,,
1785152,66.29505620723363,61,105.57346240316937,87,103,82,,,
1785152,66.94183724340176,44,106.60344740222467,93,89,69,,,
1785152,67.5886182795699,64,107.63343240128,88,91,77,,,
1865060,68.23539931573802,69,108.6634174003353,94,107,65,,,
1865060,68.88218035190616,51,109.6934023993906,93,84,66,,,
1865060,69.5289613880743,50,110.72338739844594,86,101,83,,,
1865060,70.17574242424243,68,111.75337239750124,107,86,66,,,
1865060,70.82252346041057,46,112.78335739655654,89,96,83,,,
1865060,71.4693044965787,55,113.81334239561187,105,82,69,,,
1865060,72.11608553274682,52,114.84332739466717,91,86,58,,,
1865060,72.76286656891496,63,115.87331239372247,93,97,80,,,
1865060,73.4096476050831,61,116.9032973927778,94,103,62,,,
1865060,74.05642864125123,73,117.9332823918331,94,99,83,,,
1865060,74.70320967741935,58,118.9632673908884,87,96,67,,,
1865060,75.34999071358749,58,119.99325238994373,76,108,73,,,
1865060,75.99677174975562,77,121.02323738899904,93,87,66,,,
1865060,76.64355278592376,62,122.05322238805434,85,89,73,,,
1867285,77.2903338220919,63,123.08320738710967,82,80,66,,,
1910816,77.93711485826003,48,124.11319238616497,85,72,86,,,
1910816,78.58389589442815,61,125.14317738522027,82,98,65,,,
1910816,79.23067693059629,62,126.1731623842756,86,96,79,,,
1910816,79.87745796676442,61,127.2031473833309,89,90,77,,,
1991820,80.52423900293256,61,128.2331323823862,80,114,55,,,
1991820,81.17102003910068,50,129.26311738144153,74,91,65,,,
1991820,81.81780107526882,65,130.29310238049683,86,94,68,,,
2229764,82.46458211143695,70,131.32308737955213,85,89,71,,,
2229764,83.11136314760509,52,132.35307237860746,89,81,63,,,
2229764,83.75814418377323,53,133.38305737766277,90,80,62,,,
2349089,84.40492521994136,63,134.41304237671807,72,84,75,,,
2349089,85.05170625610948,49,135.4430273757734,75,85,79,,,
2349089,85.69848729227762,79,136.4730123748287,78,96,73,,,
2349089,86.34526832844575,56,137.502997373884,87,84,62,,,
2509316,86.99204936461389,63,138.53298237293933,74,90,77,,,
2509316,87.63883040078201,61,139.56296737199463,82,92,67,,,
2509316,88.28561143695015,62,140.59295237104993,72,82,72,,,
2545956,88.93239247311828,61,141.62293737010526,82,85,59,,,
2545956,89.57917350928642,67,142.65292236916056,78,108,73,,,
2545956,90.22595454545456,63,143.68290736821587,67,89,77,,,
2545956,90.87273558162269,64,144.7128923672712,86,102,66,,,
2545956,91.51951661779081,54,145.7428773663265,87,86,54,,,
2634885,92.16629765395895,64,146.7728623653818,72,74,73,,,
2634885,92.81307869012709,61,147.80284736443713,79,96,73,,,
2634885,93.45985972629522,55,148.83283236349243,76,79,61,,,
2634885,94.10664076246334,58,149.86281736254773,70,78,76,,,
2634885,94.75342179863148,61,150.89280236160306,68,91,69,,,
2634885,95.40020283479961,55,151.92278736065836,79,78,64,,,
2792973,96.04698387096775,76,152.95277235971366,75,94,65,,,
2792973,96.69376490713589,68,153.982757358769,78,59,59,,,
2993671,97.34054594330402,57,155.0127423578243,83,57,79,,,
2994654,97.98732697947214,67,156.0427273568796,73,84,56,,,
3072746,98.63410801564028,60,157.07271235593493,71,77,60,,,
3072746,99.28088905180842,53,158.10269735499023,65,73,46,,,
3074788,99.92767008797655,60,159.13268235404553,75,91,58,,,
3074788,100.57445112414467,61,160.16266735310086,65,85,66,,,
3074788,101.22123216031281,59,161.19265235215616,67,87,65,,,
3074788,101.86801319648094,64,162.22263735121146,71,63,69,,,
3074788,102.51479423264908,58,163.2526223502668,77,83,71,,,
3153299,103.16157526881722,64,164.2826073493221,99,79,57,,,
3153299,103.80835630498535,68,165.3125923483774,74,78,64,,,
3153299,104.45513734115347,51,166.34257734743272,79,73,52,,,
3153299,105.10191837732161,67,167.37256234648802,63,78,59,,,
3153299,105.74869941348975,57,168.40254734554333,83,87,57,,,
3153299,106.39548044965787,70,169.43253234459866,71,70,75,,,
3272604,107.042261485826,52,170.46251734365396,77,74,57,,,
3272604,107.68904252199414,64,171.49250234270926,70,76,66,,,
3272604,108.33582355816228,63,172.5224873417646,81,79,56,,,
3314624,108.98260459433041,58,173.5524723408199,77,85,55,,,
3314624,109.62938563049855,69,174.5824573398752,75,72,66,,,
3314624,110.27616666666667,60,175.61244233893052,70,81,72,,,
3388005,110.9229477028348,63,176.64242733798582,58,80,69,,,
3388005,111.56972873900294,64,177.67241233704112,66,73,58,,,
3388005,112.21650977517108,84,178.70239733609645,61,76,76,,,
3388005,112.8632908113392,63,179.73238233515175,77,75,74,,,
3388005,113.51007184750733,69,180.76236733420706,64,81,68,,,
3388005,114.15685288367547,65,181.7923523332624,70,71,57,,,
3752502,114.8036339198436,71,182.8223373323177,69,85,61,,,
3752502,115.45041495601174,65,183.852322331373,69,75,48,,,
3752502,116.09719599217988,75,184.88230733042832,52,74,71,,,
3752502,116.743977028348,59,185.91229232948362,74,75,65,,,
3752502,117.39075806451613,64,186.94227732853892,58,76,60,,,
3752502,118.03753910068427,55,187.97226232759425,53,90,69,,,
3753051,118.6843201368524,78,189.00224732664955,60,69,61,,,
3753051,119.33110117302053,80,190.03223232570485,66,59,61,,,
3753051,119.97788220918866,93,191.06221732476018,62,80,55,,,
3753051,120.6246632453568,60,192.09220232381548,75,69,53,,,
3753051,121.27144428152494,72,193.1221873228708,65,72,61,,,
3753521,121.91822531769307,79,194.15217232192612,66,83,70,,,
3753521,122.56500635386121,77,195.18215732098142,51,73,67,,,
3753521,123.21178739002933,61,196.21214232003672,73,97,56,,,
3753521,123.85856842619746,60,197.24212731909205,79,67,64,,,
3753521,124.5053494623656,68,198.27211231814735,62,73,66,,,
3753521,125.15213049853374,72,199.30209731720265,77,71,61,,,
3753521,125.79891153470186,68,200.33208231625798,67,76,49,,,
3753521,126.44569257087,73,201.3620673153133,78,58,54,,,
3792461,127.09247360703813,78,202.39205231436858,75,78,54,,,
3792461,127.73925464320627,64,203.4220373134239,71,67,67,,,
3792461,128.3860356793744,66,204.45202231247924,75,63,68,,,
3830025,129.03281671554254,95,205.48200731153452,56,71,70,,,
3830025,129.67959775171067,96,206.51199231058985,53,76,71,,,
3830025,130.3263787878788,75,207.54197730964518,59,76,70,,,
3871164,130.97315982404692,85,208.57196230870045,64,68,58,,,
3871164,131.61994086021505,64,209.60194730775578,53,66,55,,,
3871164,132.2667218963832,64,210.6319323068111,67,71,70,,,
3874040,132.91350293255132,63,211.66191730586638,52,76,69,,,
3874040,133.56028396871946,71,212.6919023049217,67,68,60,,,
3874040,134.2070650048876,63,213.72188730397704,66,77,55,,,
3874040,134.85384604105573,82,214.75187230303231,67,82,60,,,
3874040,135.50062707722387,70,215.78185730208764,55,66,58,,,
3874040,136.147408113392,65,216.81184230114297,59,92,63,,,
3950219,136.7941891495601,68,217.84182730019825,56,61,69,,,
3950219,137.44097018572825,62,218.87181229925358,45,67,59,,,
3950219,138.08775122189638,81,219.9017972983089,49,55,68,,,
3950219,138.73453225806452,60,220.93178229736418,51,70,62,,,
3950219,139.38131329423265,72,221.9617672964195,53,66,69,,,
3950219,140.0280943304008,77,222.99175229547484,62,72,63,,,
3950219,140.67487536656893,57,224.0217372945301,74,80,53,,,
3994832,141.32165640273706,67,225.05172229358544,58,64,73,,,
4142954,141.9684374389052,71,226.08170729264077,55,65,57,,,
4142954,142.61521847507333,60,227.11169229169604,75,64,53,,,
4142954,143.26199951124147,59,228.14167729075137,59,58,69,,,
4226213,143.90878054740958,72,229.1716622898067,50,52,74,,,
4267627,144.5555615835777,78,230.20164728886198,61,61,64,,,
4297160,145.20234261974585,72,231.2316322879173,39,66,78,,,
4297160,145.84912365591398,69,232.26161728697264,68,58,62,,,
4297160,146.49590469208212,67,233.2916022860279,53,68,61,,,
4418676,147.14268572825026,77,234.32158728508324,58,71,67,,,
4418676,147.7894667644184,78,235.35157228413857,42,56,56,,,
4418676,148.43624780058653,73,236.38155728319384,70,55,60,,,
4525006,149.08302883675466,93,237.41154228224917,73,69,57,,,
4525006,149.72980987292277,69,238.4415272813045,61,66,59,,,
4525006,150.3765909090909,80,239.47151228035978,67,69,56,,,
4619520,151.02337194525904,74,240.5014972794151,50,82,58,,,
4619520,151.67015298142718,88,241.53148227847043,61,74,51,,,
4619520,152.31693401759532,94,242.5614672775257,54,66,57,,,
4619520,152.96371505376345,105,243.59145227658104,62,65,56,,,
4619520,153.6104960899316,76,244.62143727563637,55,53,67,,,
4700183,154.25727712609972,72,245.65142227469164,70,61,48,,,
4781711,154.90405816226786,89,246.68140727374697,63,52,49,,,
4781936,155.550839198436,93,247.7113922728023,66,57,69,,,
4781936,156.19762023460413,100,248.74137727185757,62,63,62,,,
4781936,156.84440127077224,82,249.7713622709129,52,59,72,,,
4781936,157.49118230694037,68,250.80134726996823,55,75,63,,,
4781936,158.1379633431085,103,251.8313322690235,58,68,61,,,
4781936,158.78474437927665,88,252.86131726807884,54,67,58,,,
4781936,159.43152541544478,78,253.89130226713417,55,56,68,,,
4781936,160.07830645161292,100,254.92128726618944,52,46,73,,,
4781936,160.72508748778105,88,255.95127226524477,61,74,45,,,
5018092,161.3718685239492,82,256.9812572643001,51,64,63,,,
5018092,162.01864956011732,95,258.01124226335537,64,67,56,,,
5018092,162.66543059628543,65,259.0412272624107,50,60,63,,,
5303530,163.31221163245357,92,260.07121226146603,54,67,48,,,
5303530,163.9589926686217,79,261.1011972605213,52,51,53,,,
5303530,164.60577370478984,75,262.13118225957663,42,58,76,,,
5420046,165.25255474095798,104,263.16116725863196,54,54,67,,,
5420046,165.8993357771261,100,264.19115225768724,44,45,57,,,
5420046,166.54611681329425,91,265.22113725674257,49,66,76,,,
5421913,167.19289784946238,84,266.2511222557979,47,46,65,,,
5421913,167.83967888563052,77,267.28110725485317,49,56,45,,,
5421913,168.48645992179866,76,268.3110922539085,34,53,54,,,
5421913,169.13324095796676,96,269.3410772529638,53,66,44,,,
5421913,169.7800219941349,80,270.3710622520191,56,63,43,,,
5421913,170.42680303030303,67,271.40104725107443,47,56,51,,,
5576026,171.07358406647117,88,272.43103225012976,43,53,60,,,
5576026,171.7203651026393,90,273.46101724918503,45,54,62,,,
5576026,172.36714613880744,87,274.49100224824036,46,62,62,,,
5576026,173.01392717497558,75,275.5209872472957,41,62,49,,,
5576026,173.6607082111437,76,276.55097224635097,59,57,64,,,
5576026,174.30748924731185,72,277.5809572454063,51,63,50,,,
5576026,174.95427028347996,82,278.6109422444616,53,44,60,,,
5576026,175.6010513196481,97,279.6409272435169,49,46,66,,,
5576026,176.24783235581623,76,280.67091224257223,44,59,74,,,
5576026,176.89461339198436,80,281.70089724162756,60,69,56,,,
5576026,177.5413944281525,102,282.73088224068283,43,67,52,,,
5576026,178.18817546432064,78,283.76086723973816,53,53,60,,,
5576026,178.83495650048877,86,284.7908522387935,44,52,54,,,
5576026,179.4817375366569,101,285.82083723784876,58,42,56,,,
5576026,180.12851857282504,80,286.8508222369041,48,48,52,,,
5576026,180.77529960899318,95,287.8808072359594,45,58,50,,,
5576026,181.42208064516132,70,288.9107922350147,46,53,54,,,
5576026,182.06886168132942,100,289.94077723407,44,57,73,,,
5576026,182.71564271749756,82,290.97076223312536,48,45,73,,,
5576026,183.3624237536657,72,292.00074723218063,53,39,51,,,
5577770,184.00920478983383,90,293.03073223123596,40,52,61,,,
5577770,184.65598582600197,126,294.0607172302913,52,57,43,,,
5577770,185.3027668621701,116,295.09070222934656,44,50,64,,,
5738891,185.94954789833824,135,296.1206872284019,54,55,69,,,
5850891,186.59632893450637,111,297.1506722274572,56,61,51,,,
5850891,187.2431099706745,103,298.1806572265125,49,41,44,,,
5850891,187.88989100684262,99,299.2106422255678,43,51,67,,,
5850891,188.53667204301075,104,300.24062722462315,42,52,61,,,
5850891,189.1834530791789,128,301.2706122236784,43,56,60,,,
5850891,189.83023411534703,105,302.30059722273376,39,54,40,,,
5850891,190.47701515151516,106,303.3305822217891,47,55,69,,,
5850891,191.1237961876833,122,304.36056722084436,44,58,52,,,
5850891,191.77057722385143,110,305.3905522198997,45,49,66,,,
5850891,192.41735826001957,113,306.420537218955,42,41,60,,,
5850891,193.0641392961877,112,307.4505222180103,38,46,84,,,
5850891,193.71092033235584,103,308.4805072170656,49,44,68,,,
5850891,194.35770136852398,104,309.51049221612095,36,49,53,,,
5850891,195.00448240469208,112,310.5404772151762,39,73,49,,,
5850891,195.65126344086022,92,311.57046221423155,49,60,46,,,
5850891,196.29804447702836,106,312.6004472132869,44,51,61,,,
5850891,196.9448255131965,95,313.63043221234216,35,51,59,,,
5850891,197.59160654936463,102,314.6604172113975,47,55,70,,,
5850891,198.23838758553276,101,315.6904022104528,45,55,59,,,
5930415,198.8851686217009,99,316.7203872095081,44,50,55,,,
5930415,199.53194965786903,119,317.7503722085634,42,62,56,,,
5930415,200.17873069403717,100,318.78035720761875,47,42,72,,,
5930415,200.82551173020528,119,319.810342206674,40,43,39,,,
5930415,201.4722927663734,101,320.84032720572935,43,50,57,,,
5930415,202.11907380254155,94,321.8703122047847,49,44,56,,,
5972386,202.76585483870969,95,322.90029720383995,36,44,61,,,
6222103,203.41263587487782,94,323.9302822028953,30,40,50,,,
6222103,204.05941691104596,113,324.9602672019506,30,53,56,,,
6262528,204.7061979472141,94,325.9902522010059,37,39,62,,,
6302514,205.35297898338223,84,327.0202372000612,34,58,46,,,
6302514,205.99976001955037,116,328.05022219911655,38,50,59,,,
6302514,206.6465410557185,107,329.0802071981718,44,44,79,,,
6302514,207.29332209188664,73,330.11019219722715,31,61,73,,,
6302514,207.94010312805474,91,331.1401771962825,40,57,54,,,
6302514,208.58688416422288,108,332.17016219533775,45,48,66,,,
6302514,209.23366520039102,96,333.2001471943931,42,40,49,,,
6375239,209.88044623655915,93,334.2301321934484,40,48,51,,,
6375239,210.5272272727273,83,335.2601171925037,43,45,50,,,
6375239,211.17400830889542,88,336.290102191559,21,45,57,,,
6379997,211.82078934506356,107,337.32008719061434,36,42,54,,,
6379997,212.4675703812317,82,338.3500721896696,40,49,56,,,
6379997,213.1143514173998,100,339.38005718872495,40,42,54,,,
6379997,213.76113245356794,74,340.4100421877803,47,28,67,,,
6379997,214.40791348973607,85,341.44002718683555,41,53,49,,,
6379997,215.0546945259042,85,342.4700121858909,34,52,54,,,
6417750,215.70147556207235,85,343.4999971849462,48,35,55,,,
6417750,216.34825659824048,95,344.5299821840015,36,34,58,,,
6463770,216.99503763440862,83,345.5599671830568,45,26,54,,,
6463770,217.64181867057675,81,346.58995218211214,29,40,51,,,
6463770,218.2885997067449,86,347.6199371811674,51,39,57,,,
6463770,218.93538074291303,96,348.64992218022275,44,17,65,,,
6464235,219.58216177908116,77,349.6799071792781,27,26,51,,,
6464235,220.22894281524927,83,350.70989217833335,50,22,59,,,
6464235,220.8757238514174,75,351.7398771773887,37,24,64,,,
6464235,221.52250488758554,84,352.769862176444,38,24,48,,,
6464235,222.16928592375368,78,353.7998471754993,30,20,58,,,
6464235,222.8160669599218,90,354.8298321745546,33,22,44,,,
6502168,223.46284799608995,76,355.85981717360994,36,13,56,,,
6549135,224.10962903225808,68,356.8898021726652,44,22,56,,,
6549135,224.75641006842622,71,357.91978717172054,25,14,55,,,
6549135,225.40319110459436,98,358.9497721707759,35,21,39,,,
6549135,226.04997214076246,68,359.97975716983115,35,21,49,,,
6549135,226.6967531769306,112,361.0097421688865,26,13,50,,,
6549643,227.34353421309874,75,362.0397271679418,38,16,63,,,
6742405,227.99031524926687,63,363.0697121669971,26,19,44,,,
6742405,228.637096285435,89,364.0996971660524,32,16,57,,,
6742405,229.28387732160314,61,365.12968216510774,28,21,50,,,
6742405,229.93065835777128,74,366.159667164163,38,22,58,,,
6742405,230.57743939393941,89,367.18965216321834,38,24,70,,,
6742405,231.22422043010755,60,368.21963716227367,39,15,65,,,
6822912,231.8710014662757,79,369.24962216132894,37,10,62,,,
6822912,232.51778250244382,66,370.2796071603843,33,12,67,,,
6823029,233.16456353861193,76,371.3095921594396,31,13,54,,,
6863853,233.81134457478007,72,372.3395771584949,37,10,62,,,
6863853,234.4581256109482,69,373.3695621575502,30,14,55,,,
6863853,235.10490664711634,76,374.39954715660554,21,22,47,,,
6980028,235.75168768328447,59,375.4295321556608,25,18,49,,,
6980028,236.3984687194526,82,376.45951715471614,33,11,66,,,
6980028,237.04524975562074,86,377.48950215377147,21,13,64,,,
6980028,237.69203079178888,73,378.51948715282674,21,13,69,,,
6980290,238.33881182795702,60,379.54947215188207,13,19,42,,,
6980290,238.98559286412512,69,380.5794571509374,18,13,67,,,
6980290,239.63237390029326,64,381.6094421499927,26,13,74,,,
7140259,240.2791549364614,73,382.639427149048,15,19,64,,,
7142844,240.92593597262953,69,383.66941214810333,34,12,53,,,
7142844,241.57271700879767,65,384.6993971471586,32,18,66,,,
7142844,242.2194980449658,76,385.72938214621394,25,6,62,,,
7142844,242.86627908113394,73,386.75936714526927,16,17,53,,,
7184865,243.51306011730208,67,387.78935214432454,12,10,57,,,
7184865,244.1598411534702,80,388.81933714337987,15,16,44,,,
7184865,244.80662218963835,62,389.8493221424352,23,10,66,,,
7184865,245.45340322580648,73,390.8793071414905,20,14,46,,,
7375351,246.1001842619746,80,391.9092921405458,25,17,63,,,
7375351,246.74696529814273,77,392.93927713960113,23,13,65,,,
7375351,247.39374633431086,65,393.9692621386564,19,8,67,,,
7375351,248.040527370479,67,394.99924713771173,19,20,69,,,
7455223,248.68730840664713,73,396.02923213676706,15,21,51,,,
7455223,249.33408944281527,75,397.05921713582234,14,13,54,,,
7455223,249.9808704789834,68,398.0892021348777,12,18,64,,,
7455223,250.62765151515154,53,399.119187133933,15,8,55,,,
7535129,251.27443255131965,67,400.14917213298827,15,14,57,,,
7535129,251.92121358748778,70,401.17915713204366,11,6,51,,,
7575270,252.56799462365592,63,402.20914213109893,17,14,60,,,
7613381,253.21477565982406,60,403.2391271301542,9,17,51,,,
7613381,253.8615566959922,59,404.2691121292096,18,13,49,,,
7613381,254.50833773216033,64,405.29909712826486,15,8,62,,,
7613381,255.15511876832846,65,406.32908212732013,7,15,68,,,
7613381,255.8018998044966,72,407.3590671263755,10,6,56,,,
7613381,256.44868084066474,72,408.3890521254308,6,8,60,,,
7613381,257.09546187683287,71,409.41903712448607,8,12,61,,,
7613381,257.742242913001,53,410.44902212354145,10,10,52,,,
7695893,258.38902394916914,68,411.4790071225967,6,8,44,,,
7695893,259.0358049853373,63,412.508992121652,14,10,70,,,
7695893,259.6825860215054,70,413.5389771207074,12,10,61,,,
7695893,260.32936705767355,75,414.56896211976266,17,7,60,,,
7695893,260.97614809384163,52,415.59894711881793,4,11,59,,,
7695893,261.62292913000977,68,416.6289321178733,12,14,59,,,
7695893,262.2697101661779,70,417.6589171169286,6,13,50,,,
7695893,262.91649120234604,51,418.68890211598386,8,15,42,,,
7695893,263.5632722385142,72,419.71888711503925,6,7,57,,,
7697374,264.2100532746823,57,420.7488721140945,6,4,61,,,
7697374,264.85683431085045,54,421.7788571131498,10,10,53,,,
7697374,265.5036153470186,65,422.8088421122052,7,16,64,,,
7698252,266.1503963831867,72,423.83882711126046,5,12,59,,,
7698252,266.79717741935485,76,424.86881211031573,8,10,55,,,
7698252,267.443958455523,67,425.8987971093711,4,8,53,,,
7730864,268.0907394916911,81,426.9287821084264,6,7,69,,,
7730864,268.73752052785926,70,427.95876710748166,4,17,60,,,
7730864,269.3843015640274,67,428.98875210653705,7,6,59,,,
7730864,270.03108260019553,65,430.0187371055923,12,7,54,,,
7730864,270.67786363636367,50,431.0487221046476,6,8,53,,,
7816868,271.3246446725318,54,432.078707103703,8,13,59,,,
7816868,271.97142570869994,62,433.10869210275825,5,10,63,,,
7816868,272.6182067448681,61,434.1386771018135,8,11,58,,,
8019356,273.2649877810362,60,435.1686621008689,6,10,63,,,
8019356,273.91176881720435,41,436.1986470999242,12,11,51,,,
8019356,274.5585498533724,55,437.22863209897946,8,7,56,,,
8019356,275.20533088954056,75,438.25861709803485,6,10,53,,,
8019356,275.8521119257087,61,439.2886020970901,7,14,48,,,
8176819,276.49889296187683,63,440.3185870961454,5,4,77,,,
8256408,277.14567399804497,48,441.3485720952008,6,10,56,,,
8258157,277.7924550342131,64,442.37855709425605,10,11,53,,,
8258157,278.43923607038124,61,443.4085420933113,8,15,59,,,
8258157,279.0860171065494,60,444.4385270923667,6,7,44,,,
8258157,279.7327981427175,64,445.468512091422,8,9,63,,,
8258157,280.37957917888565,79,446.49849709047726,10,13,59,,,
8258157,281.0263602150538,50,447.52848208953264,7,13,50,,,
8299374,281.6731412512219,60,448.5584670885879,6,13,52,,,
8299374,282.31992228739006,69,449.5884520876432,5,5,52,,,
8299374,282.9667033235582,45,450.6184370866986,5,10,66,,,
8299374,283.6134843597263,61,451.64842208575385,9,8,61,,,
8371191,284.26026539589446,63,452.6784070848091,6,6,59,,,
8459551,284.9070464320626,57,453.7083920838645,7,5,68,,,
8459551,285.55382746823074,65,454.7383770829198,6,7,45,,,
8459551,286.2006085043989,70,455.76836208197506,5,6,67,,,
8571082,286.84738954056695,63,456.79834708103044,8,6,53,,,
8571082,287.4941705767351,57,457.8283320800857,6,3,55,,,
8571082,288.1409516129032,66,458.858317079141,3,5,64,,,
8571082,288.78773264907136,64,459.8883020781964,3,13,60,,,
8571082,289.4345136852395,69,460.91828707725165,6,10,65,,,
8571608,290.08129472140763,53,461.9482720763069,4,12,52,,,
