event no, total energy (keV), E frequency, momentum component (keV), x frequency, y frequency, z frequency, particles per run, runs per simulation, restricted momentum direction
23682213,0.31162977848551704,0,0.3627542835029918,7,3,2,1,200000000,0.5
23682213,0.9348893354565511,1,1.0882628505089755,8,1,0,,,
23682213,1.5581488924275853,2,1.813771417514959,6,3,0,,,
27324685,2.181408449398619,2,2.5392799845209426,5,0,0,,,
29003743,2.8046680063696536,0,3.2647885515269266,6,1,0,,,
29003743,3.4279275633406874,0,3.99029711853291,1,2,2,,,
44214254,4.051187120311722,0,4.715805685538894,5,2,0,,,
44214254,4.674446677282756,1,5.441314252544878,6,1,0,,,
44214254,5.2977062342537895,2,6.166822819550861,3,2,0,,,
44214254,5.920965791224823,1,6.892331386556845,3,0,0,,,
46613697,6.544225348195858,1,7.617839953562829,4,1,2,,,
46613697,7.167484905166892,0,8.343348520568812,7,3,0,,,
58615076,7.790744462137925,1,9.068857087574795,4,3,1,,,
58615076,8.41400401910896,0,9.79436565458078,2,1,0,,,
58615076,9.037263576079994,1,10.519874221586763,2,2,0,,,
72550708,9.66052313305103,0,11.245382788592746,2,1,1,,,
72550708,10.283782690022061,2,11.97089135559873,1,1,2,,,
82812122,10.907042246993097,1,12.696399922604714,2,0,0,,,
82812122,11.53030180396413,0,13.421908489610697,4,1,0,,,
92210751,12.153561360935164,1,14.147417056616682,0,3,1,,,
92210751,12.7768209179062,1,14.872925623622665,1,3,0,,,
92210751,13.400080474877232,0,15.598434190628648,5,2,0,,,
92210751,14.023340031848267,2,16.323942757634633,2,0,0,,,
96130578,14.6465995888193,2,17.049451324640614,1,1,0,,,
96130578,15.269859145790335,0,17.7749598916466,2,2,2,,,
107935409,15.893118702761369,1,18.500468458652584,0,1,0,,,
107935409,16.516378259732402,1,19.225977025658565,2,4,0,,,
107935409,17.139637816703438,0,19.95148559266455,0,2,0,,,
107935409,17.76289737367447,0,20.676994159670535,0,0,0,,,
115423194,18.386156930645505,0,21.402502726676516,2,1,0,,,
115423194,19.00941648761654,0,22.1280112936825,0,0,0,,,
121180150,19.632676044587573,0,22.853519860688486,1,2,1,,,
129032292,20.25593560155861,1,23.579028427694467,1,2,1,,,
129032292,20.87919515852964,1,24.304536994700452,1,1,1,,,
129032292,21.502454715500676,1,25.030045561706437,4,3,0,,,
129032292,22.12571427247171,0,25.75555412871242,0,5,1,,,
132637761,22.748973829442743,1,26.481062695718403,1,1,0,,,
132637761,23.37223338641378,0,27.20657126272439,2,0,0,,,
150079599,23.99549294338481,0,27.93207982973037,0,3,1,,,
150079599,24.618752500355846,1,28.657588396736354,1,4,0,,,
150079599,25.242012057326882,1,29.38309696374234,3,5,1,,,
